Demand,Entities In Part 1,Part 1 VA Time,Drilling Queue Time,Part 1 Storage Time,Part 1 Stored,Entities In Part 2,Part 2 VA Time,Milling Queue Time,Part 2 Storage Time,Part 2 Stored,Entities Out,Assembly Time,Assembly Queue Time,Drilling Utilization,Milling Utilization,Assembly Utilization
2,4326,3.003689,0.011743,4.491814,0,4596,3.007575,0,25.654567,270,4326,3.001796,0.073617,0.300786,0.239734,0.450895
2,8688,3.000885,0.579963,3.50875,131,8736,2.99975,0.161647,22.513823,179,8557,2.996538,1.926914,0.603162,0.454786,0.891501
16,11616,2.999291,2.408064,122.907416,2038,11728,3.007083,0.722341,120.923844,2150,9578,2.989558,2.882056,0.804182,0.611479,0.995374
13,9243,2.997548,0.826906,15.172032,146,10075,2.996846,0.293668,61.369466,978,9097,3.001576,2.595605,0.639105,0.523512,0.949379
10,7700,2.998088,0.364844,45.464156,483,7230,2.996677,0.052283,0.676354,13,7217,3.00178,0.93197,0.533026,0.376145,0.752743
15,11712,2.992652,3.732215,124.178011,2288,11488,2.997037,0.543903,118.439026,2064,9424,2.999226,2.816096,0.807827,0.59482,0.982574
2,11655,2.999741,2.415626,151.392316,2252,10845,2.997981,0.493972,106.188382,1442,9403,3.001395,2.80443,0.808953,0.564323,0.980954
16,3925,2.997943,0.002274,95.251126,435,3525,2.994022,0,0.102109,35,3490,3.008286,0.031167,0.272321,0.182527,0.364546
4,2876,2.999495,0,6.673245,92,2792,3.007057,0,19.830991,8,2784,2.995018,0.001104,0.199585,0.145759,0.289821
13,687,2.997232,0,0.851436,5,721,3.018727,0,42.780374,39,682,2.99315,0,0.047576,0.037787,0.070994
2,714,3.028059,0,18.324502,25,692,3.008593,0,12.116324,3,689,3.020259,0,0.050034,0.036092,0.072335
11,7722,2.998128,0.403046,3.138922,53,8206,2.996953,0.099507,31.601449,537,7669,3.004212,1.318271,0.535226,0.426706,0.801085
13,5222,3.006187,0.073963,0.756224,22,5278,2.991059,0.002744,19.723352,78,5200,2.99713,0.323324,0.362723,0.274081,0.541788
19,13566,2.994515,10.560224,175.885464,4023,13699,2.999714,1.259196,223.718746,4156,9543,3.00205,2.900137,0.918272,0.711782,0.995935
18,13824,2.997758,12.29876,185.078879,4287,12870,2.998616,1.321795,159.642724,3333,9537,3.007733,2.922824,0.944779,0.668574,0.996848
19,6453,2.99996,0.221073,52.998509,513,5949,3.000082,0.01425,0.790809,9,5940,2.990702,0.376778,0.448138,0.309605,0.616832
6,7670,2.994009,0.380331,30.428607,469,7230,2.995161,0.063547,1.62632,29,7201,3.003522,1.171673,0.531587,0.375728,0.751944
11,8628,3.002632,0.536851,21.963945,303,8388,3.005434,0.189635,2.853765,63,8325,2.992974,1.842155,0.59857,0.436917,0.866155
9,12155,3.001593,4.289768,157.683389,2627,11985,3.003058,0.670464,119.790876,2457,9528,3.010834,2.933488,0.841163,0.624064,0.997075
13,9802,2.99906,1.283805,58.362664,479,9490,2.997673,0.304658,23.177367,167,9323,3.004629,2.718318,0.680317,0.493121,0.973699
9,6624,2.996556,0.213109,16.423092,171,6480,3.001862,0.03276,4.473217,27,6453,3.012407,0.836574,0.459472,0.337709,0.675833
10,7733,2.999831,0.424072,1.090596,161,8492,3.008138,0.108986,85.135913,920,7572,2.998311,1.363838,0.534002,0.442428,0.789489
7,5306,2.989021,0.049045,56.061397,457,4872,3.00418,0.001653,1.048496,23,4849,2.992577,0.168808,0.366749,0.254003,0.504313
13,12176,2.997481,4.45479,169.96012,2627,11200,2.998542,0.557917,100.702717,1651,9549,2.996983,2.899181,0.83936,0.581561,0.994711
6,2856,2.988559,0,25.150754,76,2800,2.995837,0,0.461675,20,2780,2.99208,0.003718,0.196953,0.144918,0.289225
15,7320,2.996688,0.452904,9.585647,52,7680,3.001945,0.047346,21.720868,412,7268,2.991663,1.438424,0.50653,0.399843,0.756144
19,13737,2.998393,17.171339,183.101171,4239,13737,3.005681,1.346658,210.421075,4239,9498,3.000034,2.8668,0.941583,0.71606,0.990354
1,731,2.966817,0,75.28192,50,684,2.996217,0,0.00016,3,681,3.013712,0,0.050101,0.03557,0.071371
9,6444,3.001511,0.132124,12.012745,25,6615,2.997727,0.032833,22.367347,196,6419,2.999344,0.719846,0.447725,0.344236,0.669507
4,9061,2.998296,0.882185,6.449483,72,9776,2.996479,0.286379,69.41644,787,8989,3.004477,2.356924,0.628735,0.507274,0.938864
13,9412,3.006169,0.835041,68.079366,554,8970,2.997807,0.149026,5.676735,112,8858,2.997558,2.313677,0.654099,0.46633,0.922941
9,6642,3.001004,0.154021,44.431018,268,6381,3.00242,0.035998,0.63558,7,6374,2.994613,0.700135,0.459858,0.332612,0.663345
4,10976,3.00312,2.296966,96.270371,1460,12336,3.002126,0.668836,153.188191,2820,9516,2.996314,2.863154,0.762522,0.641745,0.991066
7,7100,3.004127,0.300173,51.8113,345,6780,3.001644,0.061652,0.715033,25,6755,3.004171,0.966185,0.493112,0.352833,0.705184
5,8272,3.003211,0.420063,91.369753,692,7623,3.003423,0.051277,1.207665,43,7580,2.995703,1.255075,0.575059,0.397063,0.789431
14,10248,2.992684,1.209476,33.165923,859,9898,3.008144,0.456862,41.969565,509,9389,2.999275,2.837896,0.706939,0.516275,0.97909
13,10905,3.00186,1.915515,113.834416,1516,10395,3.009792,0.439474,57.142142,1006,9389,2.99939,2.800978,0.757725,0.54276,0.978685
9,6408,2.997958,0.125327,23.062157,112,6318,3.002527,0.031312,5.825246,22,6296,3.007815,0.603922,0.443889,0.329164,0.658205
15,9870,2.998498,1.714886,31.51643,342,11250,3.006914,0.438734,95.289314,1722,9528,2.993249,2.846641,0.680631,0.585063,0.991018
4,2928,2.992928,0,63.947344,256,2688,3.002507,0,0.020634,16,2672,2.993182,0.00181,0.202629,0.139873,0.2783
20,14280,2.995062,15.802597,219.342038,4737,15260,3.000398,2.719924,279.757394,5717,9543,3.004577,2.926493,0.982373,0.794219,0.996709
3,9841,3.004832,1.261142,37.481449,946,8918,3.003945,0.203809,26.636915,23,8895,3.001974,2.465689,0.684504,0.46509,0.928155
18,13266,2.992955,7.315642,193.705344,3720,12024,2.997194,0.690061,137.855855,2478,9546,3.00153,2.902547,0.916546,0.625415,0.996084
4,3036,3.001964,0,44.753061,204,2840,3.021622,0,0.680381,8,2832,2.997158,0.00265,0.210764,0.14897,0.29491
4,2844,2.999184,0,2.654668,36,2824,3.006154,0,10.655848,16,2808,2.988528,0.012212,0.197446,0.146943,0.291386
11,10262,3.00347,1.923524,109.413052,1104,9394,2.994133,0.170643,16.987605,236,9158,2.994988,2.527228,0.712974,0.487194,0.953618
12,1434,2.992466,0,6.57733,1,1488,3.009183,0,14.482189,55,1433,3.009111,0,0.099333,0.077686,0.149825
11,7920,3.001522,0.57623,0.994714,34,8393,2.998316,0.106254,76.010015,507,7886,2.996417,1.444763,0.549855,0.43644,0.8207
16,12128,2.998848,4.483994,124.518036,2573,11600,2.999223,0.669962,124.223169,2045,9555,2.998188,2.911621,0.840015,0.599951,0.995752
19,14740,2.997515,33.053102,237.245475,5236,14580,3.0018,1.988597,273.210208,5076,9504,3.009455,2.928327,0.988589,0.758875,0.994027
14,3600,2.990506,0.007308,0.187048,24,3765,3.010298,0,38.38941,189,3576,2.999917,0.06155,0.248798,0.196047,0.373478
9,13248,3.002423,8.942088,205.236983,3718,13086,2.997259,0.861241,222.728068,3556,9530,3.000155,2.919021,0.915251,0.680989,0.994181
2,1470,2.986509,0,48.336458,38,1436,2.995421,0,0.003635,4,1432,3.001914,0,0.101512,0.074576,0.149443
9,6417,3.004535,0.122994,2.528563,38,6642,2.998187,0.028654,25.481474,263,6379,2.996242,0.534539,0.446306,0.345361,0.664767
8,5944,2.998981,0.08994,20.114819,379,5592,2.99521,0.002209,12.214717,27,5565,3.003731,0.444679,0.412224,0.290731,0.581504
20,14340,2.995858,30.390691,208.842738,4756,14340,2.998234,1.805197,247.512271,4756,9584,2.99437,2.91857,0.979897,0.746435,0.997695
11,8151,2.997255,0.460069,7.144788,114,8525,2.993484,0.11408,17.271514,488,8037,3.00815,1.680608,0.563632,0.443069,0.840451
5,3620,3.007878,0.000899,29.757704,240,3395,2.993978,0,5.730648,15,3380,2.988895,0.028504,0.252049,0.176285,0.35106
3,2226,2.992414,0,58.377816,184,2049,2.998057,0,0.44598,7,2042,3.002399,0,0.153935,0.106564,0.213236
15,10545,3.000419,1.842878,72.456096,1071,11610,3.005131,0.565678,112.810767,2136,9474,3.002502,2.870265,0.730052,0.605208,0.988693
19,5075,3.005779,0.039296,0.196395,16,5383,2.998793,0.002468,74.840931,324,5059,2.9974,0.238278,0.352801,0.279696,0.527351
20,6224,2.999734,0.107831,47.308658,401,5832,3.000292,0.000901,1.303151,9,5823,2.989982,0.288026,0.431777,0.303728,0.604655
12,2193,2.986753,0,59.177625,78,2118,2.997491,0,0.252186,3,2115,3.005544,0,0.151619,0.110138,0.22072
1,2448,3.004804,0,144.830316,331,2130,3.001742,0,0.010518,13,2117,3.009086,0,0.169996,0.111002,0.221881
6,4837,2.996216,0.025545,0.194164,7,5348,3.001312,0.010315,50.324294,518,4830,2.996769,0.24515,0.334998,0.278601,0.502583
5,3695,3.01762,0.001314,7.249309,100,3605,2.992939,0,18.519114,10,3595,2.995654,0.026559,0.257422,0.187222,0.374061
15,681,3.016265,0,0.132252,5,683,2.976922,0,24.092173,7,676,2.975988,0,0.047548,0.0352,0.070126
5,3650,2.987708,0.002355,0.118052,20,3785,3.004008,0,50.061053,155,3630,2.99658,0.032874,0.252291,0.197101,0.378275
5,3740,2.988344,0.000439,12.306907,45,3705,2.993345,0,4.169025,10,3695,2.997719,0.042901,0.258484,0.192553,0.384654
8,11600,2.995439,2.835137,117.726757,2045,11456,3.000534,0.621038,95.238218,1901,9555,2.996773,2.920117,0.802649,0.596783,0.99541
4,3020,2.997996,0.000949,36.572387,54,2980,2.999113,0,0.085946,14,2966,3.001623,0.005457,0.209199,0.155058,0.309674
1,1318,3.000031,0,0.130191,2,1458,3.001067,0,64.425362,142,1316,3.006017,0,0.091505,0.075962,0.137358
19,13661,3.002943,10.619891,183.911071,4124,14649,2.995416,1.60584,237.268296,5112,9537,2.996362,2.88381,0.918773,0.759393,0.993192
6,4068,3.00464,0.013565,18.772596,42,4032,2.998491,0.000187,8.43492,6,4026,2.997948,0.12341,0.282794,0.209894,0.419591
9,6651,2.989782,0.113725,30.296205,216,6471,3.010365,0.020219,0.461724,36,6435,2.992923,0.690786,0.460324,0.337388,0.669234
2,11712,3.007532,3.12037,127.056607,2181,12112,2.999271,0.782263,168.586251,2581,9531,3.000512,2.890664,0.814473,0.63068,0.994188
7,5005,2.994441,0.035187,6.197778,242,4809,3.004763,0.004198,13.951687,46,4763,3.004497,0.108428,0.346813,0.250305,0.49805
4,9230,3.003215,1.140483,32.573514,155,9269,3.003327,0.240241,9.781627,194,9075,3.003776,2.461402,0.640434,0.482764,0.947329
9,5616,3.003079,0.071195,0.522356,38,5888,3.012847,0.015289,50.458381,310,5578,2.996856,0.363966,0.390107,0.307708,0.581261
7,13032,2.999533,6.487288,201.475321,3532,12222,2.997125,1.138966,171.747476,2722,9500,2.992448,2.841435,0.898589,0.634065,0.988046
14,8008,2.994618,0.334601,4.823887,43,8448,2.995639,0.123729,45.924113,483,7965,2.997452,1.614662,0.554467,0.438741,0.830152
11,8140,2.994404,0.438291,12.803501,181,8008,3.001383,0.05395,5.743029,49,7959,2.998448,1.383943,0.562919,0.417087,0.829869
8,5880,3.003731,0.072774,44.434522,254,5640,2.999106,0.012297,0.335723,14,5626,2.99938,0.483003,0.408502,0.293495,0.586319
9,8496,3.000194,0.500372,2.28767,1,8772,2.998677,0.125836,41.31025,277,8495,3.002955,1.901567,0.590038,0.456425,0.885888
12,8676,2.998002,0.689182,17.352944,331,8412,3.009396,0.190776,5.489346,67,8345,3.00485,1.970441,0.601981,0.438966,0.871727
7,4991,2.999327,0.032466,0.149522,7,5236,3.000236,0.001265,35.472719,252,4984,2.990585,0.22115,0.346398,0.27273,0.51754
11,8239,2.991454,0.447371,29.613125,139,8228,2.996786,0.121955,4.276397,128,8100,2.997453,1.721498,0.566234,0.427106,0.844112
20,14620,3.001912,23.5023,230.357037,5059,15180,2.999399,2.182564,247.532218,5619,9561,3.001855,2.935995,0.995356,0.779942,0.997599
2,1402,2.988156,0,1.378337,4,1478,3.000719,0,35.814729,80,1398,3.005022,0,0.096858,0.076874,0.146007
13,8316,3.002875,0.559356,5.23447,38,8580,3.010123,0.151506,29.780041,302,8278,3.006265,1.978849,0.577805,0.447973,0.86501
18,1500,3.014947,0,9.022757,7,1508,2.988621,0,6.065057,15,1493,3.017698,0,0.104426,0.077981,0.156521
10,7190,2.999551,0.314159,0.573168,52,7180,2.994934,0.052713,36.603673,42,7138,3.007897,1.219842,0.498491,0.372962,0.746529
17,13022,2.996006,7.335662,168.442357,3439,12087,3.006078,0.824731,125.510171,2504,9583,2.994572,2.91719,0.903102,0.630633,0.997455
9,3545,2.99922,0.006126,18.750651,87,3475,2.988701,0,1.420185,17,3458,2.999725,0.044541,0.246018,0.180207,0.360929
12,8364,3.000401,0.594206,9.218164,79,8388,3.00294,0.116859,6.403513,103,8285,2.998071,1.746289,0.580831,0.436627,0.863664
11,7986,3.003122,0.404382,31.074036,213,7898,3.003241,0.089098,1.749715,125,7773,2.998555,1.573283,0.55463,0.411598,0.810093
8,5944,3.006806,0.103702,34.19963,53,5912,2.997724,0.01323,2.356328,21,5891,2.986519,0.535153,0.413161,0.307582,0.611398
11,7953,3.003525,0.438331,53.248491,429,7546,2.987651,0.08183,2.104604,22,7524,2.991865,1.272256,0.551841,0.391421,0.781992
14,10136,3.000443,1.507699,46.226315,701,10108,3.001761,0.352079,53.607223,673,9435,2.995226,2.851709,0.702959,0.526767,0.982521
12,8628,2.998114,0.685488,28.259969,21,8820,3.001014,0.15862,5.661545,213,8607,2.999528,2.110022,0.598728,0.458626,0.897024
19,13927,2.992244,20.265368,183.858235,4348,14022,2.995851,1.448043,224.693335,4443,9579,2.996543,2.913007,0.949115,0.727514,0.997624
18,13626,3.004224,19.892105,208.315879,4078,12924,3.0028,1.062399,196.828147,3376,9548,3.004046,2.914855,0.944938,0.670632,0.996949
3,2073,3.01644,0,2.551676,6,2121,3.007744,0,14.662993,54,2067,3.004849,0,0.144745,0.110557,0.215784
11,10784,3.005859,1.893688,67.622201,1230,11568,3.005457,0.640128,145.46221,2014,9554,3.001591,2.919996,0.75024,0.602825,0.996874
3,728,3.019645,0,3.337845,3,740,3.010761,0,11.150822,15,725,2.996836,0,0.050797,0.038663,0.075445
9,8280,3.000864,0.590125,3.579916,99,9048,2.996178,0.133049,98.205562,867,8181,2.996714,1.775064,0.572602,0.47029,0.852202
12,8352,3.000745,0.812106,10.163042,136,8520,3.004588,0.126602,11.179523,304,8216,3.000103,1.714759,0.579132,0.443854,0.857094
4,2804,2.996923,0,4.706318,78,2744,3.003463,0,32.628089,18,2726,2.992517,0.005007,0.194402,0.142944,0.284052
7,5180,2.989048,0.035288,20.54042,184,5019,2.994813,0.006982,2.208375,23,4996,3.001141,0.257889,0.35843,0.260732,0.521445
4,2960,2.993736,0,66.832222,212,2760,3.001297,0,0.813422,12,2748,2.989442,0.007608,0.20504,0.143754,0.285579
8,5712,2.999635,0.096368,2.308419,28,5856,3.000194,0.021168,8.559867,172,5684,3.000814,0.344053,0.396137,0.304897,0.592643
1,764,2.988645,0,53.848442,65,704,3.017302,0,0.768318,5,699,2.979132,0,0.052789,0.036871,0.072497
9,13248,3.000038,6.431907,188.380145,3682,12276,3.001649,0.736748,161.137614,2710,9566,2.996011,2.908248,0.917776,0.638515,0.996275
18,13374,3.000914,7.646596,204.028622,3820,14094,2.993673,1.388633,244.415354,4540,9554,3.004452,2.931457,0.924779,0.731642,0.997794
9,12274,3.000293,4.127884,148.614122,2807,12291,3.004508,1.021069,173.898497,2824,9467,3.006408,2.899885,0.8446,0.639852,0.989224
15,6723,3.007668,0.188919,36.25201,642,6102,3.003155,0.025604,0.867358,21,6081,2.998669,0.520708,0.465199,0.318147,0.634404
8,4302,3.001139,0.014296,12.143409,142,4176,2.991674,0.000247,3.861968,16,4160,2.997667,0.06995,0.298307,0.216841,0.433692
2,6112,2.992342,0.115346,57.355039,493,5632,3.000806,0.01695,1.208419,13,5619,2.990742,0.536396,0.423124,0.293133,0.583954
6,4272,2.998959,0.014781,10.218842,29,4320,3.006378,0.000595,13.660128,77,4243,2.997377,0.112285,0.296207,0.225262,0.442379
5,3640,2.998928,0.001873,6.447407,45,3615,2.993789,0,8.369814,20,3595,3.000021,0.032232,0.252687,0.187677,0.375109
4,8775,2.995646,0.793283,4.17339,200,9347,2.997934,0.18323,47.653038,772,8575,2.997037,2.020613,0.608172,0.486083,0.893717
4,8074,2.99295,0.342177,37.062856,308,7832,2.995283,0.117543,4.463436,66,7766,2.996737,1.700144,0.55864,0.405933,0.808802
1,727,3.003364,0,13.341835,3,750,2.998339,0,22.638708,26,724,3.024269,0,0.050461,0.039045,0.076126
2,13428,2.997515,9.392871,217.495316,3841,14022,3.001509,1.517829,215.228375,4435,9587,2.993156,2.918426,0.929387,0.730697,0.997569
9,6561,3.005562,0.147384,20.979727,339,6237,2.996062,0.031144,11.453506,15,6222,3.001968,0.646269,0.454433,0.324417,0.649547
18,12564,2.99818,3.632802,162.519513,3055,12834,3.003129,1.922885,201.484705,3325,9509,3.001988,2.887223,0.869655,0.659786,0.992509
13,7480,3.010656,0.252177,74.497328,918,6620,3.00157,0.025403,0.499699,58,6562,2.997585,0.748167,0.520689,0.344175,0.683848
7,11424,2.99774,2.436465,129.830708,1949,11408,2.997589,0.664012,88.489488,1933,9475,3.005489,2.899601,0.788891,0.592924,0.99006
14,2058,2.997351,0,0.016242,15,2202,2.999842,0,36.946329,159,2043,2.996682,0.001592,0.142644,0.114428,0.213082
2,6354,2.99812,0.097528,1.823815,41,6480,2.991716,0.020536,24.471792,167,6313,3.005649,0.705287,0.440152,0.336162,0.659821
18,12636,2.996947,4.542627,180.007756,3096,12834,2.999391,1.171251,197.800426,3294,9540,2.999781,2.909025,0.871111,0.667858,0.994716
17,13107,3.00675,7.42724,196.695708,3575,12869,2.996154,1.135519,175.826895,3337,9532,2.999343,2.91325,0.910132,0.669401,0.993864
13,11472,2.994413,2.530724,134.090366,1969,11072,3.000063,0.541089,91.349147,1569,9503,3.004814,2.922907,0.79517,0.575991,0.992762
12,9192,3.00662,0.653929,54.395353,810,8436,3.003083,0.081598,5.90605,54,8382,2.996239,2.141363,0.637559,0.439681,0.873302
11,13167,2.996209,10.833411,214.876441,3633,13015,2.996612,1.326639,179.963462,3481,9534,2.998462,2.885938,0.908722,0.676721,0.993743
10,6970,3.002557,0.190201,0.599652,32,7470,2.995879,0.061715,55.516554,532,6938,3.000914,0.861776,0.483967,0.387691,0.723847
15,10410,3.005085,1.901546,66.966248,876,10575,3.002123,0.361039,93.84105,1041,9534,2.99586,2.903939,0.720143,0.550288,0.992836
16,11984,2.999392,3.524627,152.818884,2445,11392,2.994835,0.603975,100.212311,1853,9539,2.995919,2.908561,0.831195,0.592312,0.993471
19,13984,2.999968,11.09495,215.035457,4435,14250,3.003539,1.302462,230.605224,4701,9549,2.99937,2.909177,0.949457,0.73781,0.995684
2,9632,3.000019,1.00478,11.681073,319,10374,3.007782,0.370134,46.28392,1061,9313,2.994655,2.717836,0.667542,0.541727,0.969652
5,5404,3.007023,0.049348,54.044003,315,5096,3.010744,0.009735,1.498852,7,5089,3.007098,0.281705,0.376156,0.266132,0.531358
11,2792,3.001443,0,54.276972,51,2748,3.016854,0,0.034242,7,2741,2.990116,0.007183,0.193807,0.143744,0.284892
20,14800,3.004727,43.307297,204.384134,5234,14260,3.001134,1.461751,236.756243,4694,9566,3.000775,2.934806,0.974285,0.742247,0.997645
5,7450,3.003409,0.271287,6.525288,323,7160,3.002539,0.054233,27.272216,33,7127,2.998214,1.26445,0.516355,0.372889,0.742515
5,9036,3.002217,0.508373,53.678436,299,8796,2.999008,0.109823,4.008001,59,8737,2.985455,2.069597,0.626134,0.457938,0.906566
3,2888,2.991155,0.00007,5.235541,48,2852,2.997678,0,8.33354,12,2840,3.00269,0.006942,0.199667,0.148233,0.296385
1,2220,2.988056,0,1.091585,12,2310,3.007612,0,38.988147,102,2208,2.97732,0.00009,0.153477,0.120482,0.228351
17,8957,2.995917,0.743318,21.887468,147,8879,3.005919,0.248143,18.503142,69,8810,2.999175,2.33017,0.621012,0.46336,0.918493
5,12924,3.000944,5.514622,168.126733,3372,12816,2.99994,1.11703,173.945456,3264,9552,3.002107,2.890215,0.89687,0.666811,0.996795
2,11526,2.995961,2.54379,123.250064,1962,12308,2.99471,0.725621,153.495561,2744,9564,2.997532,2.881576,0.798487,0.639574,0.996398
17,8756,2.994856,0.545262,90.487658,1243,7513,2.999317,0.111035,2.460562,0,7513,2.997741,1.461943,0.605985,0.391213,0.782015
4,2952,2.994252,0.000122,25.252151,55,2908,2.990802,0,0.094592,11,2897,3.001198,0.000256,0.20438,0.150691,0.302239
9,10980,3.000654,1.817186,86.25777,1551,10410,2.99464,0.36914,57.980968,981,9429,3.000335,2.829466,0.756425,0.540541,0.983428
15,8360,2.993203,0.444917,12.394383,156,8349,3.001765,0.093309,9.831262,145,8204,2.994362,1.713814,0.577622,0.434524,0.854161
14,10374,3.004585,1.292904,56.495879,904,10206,2.997586,0.332491,31.973666,736,9470,3.004323,2.821648,0.721434,0.531135,0.988925
20,2154,2.986865,0,56.608554,76,2079,3.014149,0,0.01657,1,2078,3.002695,0,0.148928,0.108792,0.216746
5,3600,3.002688,0.000472,2.240592,20,3590,3.006434,0,25.755052,10,3580,3.002201,0.026771,0.249705,0.187221,0.373385
8,6822,3.000775,0.158778,2.113712,38,6867,2.997515,0.026486,18.836115,83,6784,3.001628,0.917434,0.473135,0.357195,0.708194
14,3620,3.019245,0.001526,37.405913,66,3565,3.015151,0,0.160164,11,3554,3.00772,0.020601,0.25243,0.186609,0.3718
12,2984,2.993946,0.000261,19.629016,128,2868,2.996798,0,4.300906,12,2856,2.989156,0.00572,0.206798,0.149051,0.29681
3,8928,3.001896,0.685341,2.569148,21,9024,3.000191,0.166917,28.322199,117,8907,3.000168,1.998857,0.620403,0.47003,0.928836
14,10486,2.998241,1.879794,68.109849,1017,10206,2.990545,0.368134,59.687952,737,9469,3.002933,2.829349,0.721907,0.529679,0.988334
14,10150,2.998478,1.58282,36.548601,812,9996,3.002745,0.264556,54.180327,658,9338,2.998524,2.766163,0.699647,0.521108,0.973453
18,5896,3.008947,0.061204,53.859441,192,5720,3.008609,0.010157,0.255063,16,5704,3.00147,0.399041,0.40995,0.298772,0.595428
3,2292,3.000036,0,19.110292,144,2160,2.99836,0,25.332668,12,2148,3.001675,0,0.159169,0.112371,0.224304
3,1388,3.021853,0,9.322262,12,1388,2.992568,0,14.326516,12,1376,2.992272,0,0.097091,0.071998,0.143354
7,4753,3.007098,0.025842,0.191197,24,5061,2.991759,0.006659,58.8387,332,4729,2.991383,0.140932,0.33085,0.262867,0.492413
7,6300,3.003014,0.143597,0.443149,18,6444,2.999536,0.022467,27.659396,162,6282,3.000144,0.46934,0.437638,0.335573,0.654889
2,1508,3.004261,0,28.509437,74,1440,2.998124,0,4.45077,6,1434,2.983811,0,0.104871,0.074946,0.148726
6,2103,3.00116,0,0.79776,8,2136,3.01606,0,23.16087,41,2095,2.995416,0.001093,0.146041,0.111544,0.218352
5,3520,2.995086,0.00123,0.054069,5,3730,2.997936,0.000368,59.715325,215,3515,2.997273,0.028304,0.244033,0.194137,0.365817
13,2780,3.01524,0,0.259364,12,2904,2.999735,0,58.572235,136,2768,3.014881,0.005356,0.193713,0.15114,0.289782
5,3800,2.989925,0.011989,58.258456,275,3545,3.006512,0.00001,0.064884,20,3525,3.001094,0.057708,0.263003,0.184746,0.36784
6,4452,2.997268,0.012224,2.695849,42,4428,3.003581,0.002911,35.423407,18,4410,3.002751,0.092352,0.308629,0.230611,0.460276
5,3960,3.005297,0.006483,70.405556,299,3685,3.000044,0,0.180392,24,3661,3.001283,0.023193,0.275233,0.191671,0.382055
10,6710,3.005285,0.183306,2.048366,10,7520,2.998584,0.096306,80.532617,820,6700,3.004483,0.895096,0.466809,0.390451,0.699134
11,7898,2.995613,0.414443,2.677912,70,7865,2.998144,0.113243,48.392754,37,7828,2.997871,1.583643,0.547026,0.408977,0.815901
19,8880,3.003848,0.68392,4.996615,33,9012,3.006808,0.21616,25.638021,165,8847,3.005678,2.198507,0.617479,0.469707,0.924373
16,2187,2.999143,0,0.672783,6,2424,3.005186,0,87.519633,243,2181,3.016281,0,0.151677,0.126348,0.228702
20,14960,3.003952,33.218084,229.162032,5411,14600,3.007994,1.610481,243.662305,5051,9549,3.006124,2.937315,0.992866,0.761687,0.997739
1,6327,3.00133,0.150133,0.521749,24,6615,3.007615,0.019371,33.786458,312,6303,2.998145,0.660644,0.439589,0.345033,0.657138
5,3750,3.003817,0.003236,51.413034,274,3490,3.003236,0.000044,4.899967,14,3476,3.005097,0.072816,0.260705,0.181968,0.363158
9,6705,3.005602,0.144651,59.556286,657,6066,2.98928,0.008798,0.705162,18,6048,2.999143,0.561286,0.466531,0.314835,0.630296
5,3695,3.001037,0.001298,58.60012,170,3535,3.008329,0,0.239546,10,3525,3.001912,0.036028,0.256624,0.184617,0.367466
9,8952,2.998475,0.439515,2.899782,57,9300,2.999691,0.274925,48.543095,405,8895,3.006187,2.281489,0.620336,0.483843,0.92972
18,6669,2.999453,0.160418,0.633854,49,6651,3.005892,0.01947,25.052659,31,6620,2.998832,0.863187,0.461636,0.346753,0.689842
15,4795,2.995616,0.052684,0.303046,53,5411,2.997866,0.002438,117.485376,669,4742,3.008241,0.209464,0.331606,0.281622,0.496554
18,13392,3.003082,9.618199,205.811117,3845,13824,2.997204,1.512017,208.109379,4277,9547,3.003254,2.914867,0.925218,0.714838,0.996651
10,6760,2.996305,0.225285,3.290738,44,7000,2.99584,0.023188,18.181808,284,6716,3.004844,0.824493,0.468045,0.363904,0.701794
11,9360,3.004413,1.142111,107.676799,1100,8593,3.003142,0.189717,4.060697,333,8260,2.996326,1.786257,0.650601,0.44695,0.860496
14,2265,3.008686,0,49.560442,186,2091,3.004367,0,0.75171,12,2079,3.013155,0,0.157536,0.108727,0.217758
2,13300,2.998168,16.247015,229.93087,3746,13699,2.997355,1.591674,243.707383,4145,9554,3.001077,2.913705,0.920755,0.71077,0.996675
5,12019,2.995723,3.360498,108.06531,2522,12002,3.003742,0.727113,170.118549,2505,9497,2.995722,2.87747,0.825682,0.625768,0.988923
8,7860,2.99715,0.441109,0.800797,36,8652,2.996908,0.132718,75.252071,828,7824,2.99457,1.4237,0.544578,0.449336,0.814557
19,13471,3.003368,11.620652,184.151774,3957,13851,2.995092,1.524863,196.285364,4337,9514,3.005692,2.905685,0.935736,0.718481,0.994084
8,10486,3.000803,1.265942,65.860704,944,10458,3.00122,0.49467,41.855516,916,9542,2.999053,2.909198,0.725448,0.542288,0.994389
1,743,2.988631,0,12.893582,22,724,3.009059,0,7.35644,3,721,3.015131,0,0.051388,0.03779,0.075548
14,10010,2.999512,1.37954,53.236731,618,9800,3.001844,0.279265,14.943026,408,9392,2.996668,2.778982,0.694118,0.510026,0.978617
16,10928,2.995392,1.880844,72.485473,1353,11808,2.994427,0.617505,169.118395,2233,9575,2.998301,2.914129,0.753391,0.613858,0.997557
6,2884,2.994038,0.000633,66.144211,203,2692,2.999564,0,0.022408,11,2681,3.002766,0.002708,0.199494,0.139989,0.279936
8,726,3.020645,0,17.092846,19,711,3.00333,0,4.540906,4,707,3.004032,0,0.050682,0.036992,0.073813
