Demand,Entities In Part 1,Part 1 VA Time,Drilling Queue Time,Part 1 Storage Time,Part 1 Stored,Entities In Part 2,Part 2 VA Time,Milling Queue Time,Part 2 Storage Time,Part 2 Stored,Entities Out,Assembly Time,Assembly Queue Time,Drilling Utilization,Milling Utilization,Assembly Utilization
17,11509,2.99655,3.424769,114.839674,1975,11509,2.994371,0.542207,122.306213,1975,9534,3.000129,2.898162,0.796061,0.596933,0.994326
4,7634,3.004196,0.42383,20.09532,218,7447,2.991795,0.093021,3.432591,31,7416,2.99481,1.284441,0.530096,0.386044,0.771892
3,2301,2.985094,0,30.377304,248,2061,2.998632,0,14.22528,8,2053,2.984619,0,0.158831,0.107287,0.213005
3,5068,3.001478,0.030835,0.456991,98,4977,2.998382,0.001218,35.085349,7,4970,2.992383,0.254244,0.351642,0.258935,0.516394
5,4956,3.005976,0.023753,19.60031,220,4781,2.998821,0.001282,7.92668,45,4736,3.010249,0.186978,0.344206,0.248306,0.495517
3,12444,3.004522,3.565863,172.065979,2891,12342,3.005282,0.902548,149.533126,2789,9553,2.994232,2.910723,0.865469,0.643619,0.99429
4,3012,2.986689,0.000728,90.062642,352,2688,3.007965,0,0.545256,28,2660,3.000719,0.005032,0.208246,0.13993,0.277551
14,4422,2.995112,0.013824,63.432919,462,4002,3.001799,0.000025,2.768599,42,3960,2.994756,0.078508,0.306466,0.20776,0.411905
10,11760,3.000743,2.858108,128.738687,2278,10755,2.997169,0.441094,93.870841,1273,9482,3.005511,2.889932,0.816869,0.559628,0.99074
3,5033,3.005758,0.022711,59.866761,335,4718,3.005917,0.000434,0.172523,20,4698,2.99354,0.134739,0.349644,0.246214,0.4893
7,11440,3.002127,2.716373,127.655801,1893,11968,3.000549,0.57404,132.92372,2421,9547,3.003319,2.893188,0.790989,0.621185,0.9967
13,9139,2.998191,1.050579,22.575428,87,9516,3.001166,0.250056,22.635241,464,9052,2.99577,2.372028,0.632124,0.494929,0.942579
18,5944,2.99651,0.076902,12.399441,280,5696,2.99801,0.00561,19.575622,32,5664,2.999623,0.474021,0.412311,0.296172,0.590897
20,14700,2.998783,22.88878,228.131974,5174,14080,2.997825,1.727134,203.598962,4554,9526,3.004458,2.884352,0.985851,0.731701,0.994724
11,3068,3.004644,0,31.751179,120,2976,2.999896,0,1.534553,28,2948,3.008788,0.010878,0.213278,0.154561,0.308244
13,1386,2.996867,0,0.230023,7,1498,3.015538,0,75.657685,119,1379,2.990056,0,0.096149,0.078276,0.143634
18,5005,3.00071,0.031742,13.381964,12,5292,2.994966,0.0011,31.20395,299,4993,3.006093,0.169944,0.347171,0.275133,0.521675
6,11136,2.995235,1.931077,112.229661,1716,10864,3.000784,0.460082,60.183752,1444,9420,2.994768,2.778446,0.771321,0.565981,0.980767
6,4590,3.00179,0.01955,13.928345,110,4494,2.995867,0.000493,1.931791,14,4480,2.999974,0.15174,0.31832,0.233722,0.467408
7,9620,2.992617,0.824069,54.809661,924,8710,2.999069,0.222078,4.888902,14,8696,2.999876,2.208323,0.666114,0.453505,0.906975
12,8880,3.000374,0.577676,53.342911,467,8520,3.005715,0.158306,4.349913,107,8413,2.995681,1.911138,0.616429,0.444331,0.876046
10,6480,3.000973,0.17619,2.99246,8,7090,2.999212,0.034114,33.017414,618,6472,2.996278,0.755981,0.450146,0.368977,0.673981
4,2900,3.003115,0.000037,3.43809,14,2896,2.995407,0,13.309147,10,2886,2.993081,0.011307,0.201508,0.150602,0.300462
20,14080,2.997538,10.218251,196.399381,4515,13960,2.998161,1.503715,254.508395,4395,9565,3.000365,2.930208,0.951073,0.725165,0.997529
5,9674,2.999424,1.194755,17.674854,471,10500,3.000839,0.366643,99.132698,1297,9203,3.000461,2.634134,0.668859,0.544903,0.959785
2,1476,3.014493,0,25.900937,10,1470,3.009292,0,0.072873,4,1466,2.995407,0,0.102816,0.076803,0.152614
17,11288,3.001386,2.787639,84.672447,1707,12002,2.994231,0.565995,140.539626,2421,9581,2.989299,2.915615,0.779575,0.622852,0.99565
2,1452,2.99181,0,11.115755,4,1458,2.98329,0,2.486842,10,1448,3.00907,0,0.100351,0.075461,0.151289
15,10455,2.999437,1.936992,72.946869,1120,10845,2.991866,0.398906,87.225195,1510,9335,3.00021,2.768312,0.724773,0.562153,0.973727
20,13600,2.998156,13.855856,199.41031,4005,15100,2.996955,1.765595,262.756742,5505,9595,2.991614,2.920856,0.941516,0.781345,0.997615
18,13302,2.994241,10.742817,175.110315,3757,12924,2.998052,0.998067,185.633478,3379,9545,3.00058,2.917376,0.920235,0.671505,0.99548
12,3525,2.999096,0.001691,2.904804,20,3555,2.998234,0.000435,14.148518,50,3505,3.00721,0.038097,0.244303,0.185065,0.366179
12,9108,2.999695,0.809337,61.625455,554,8580,2.995993,0.276545,5.139941,26,8554,3.001055,2.212926,0.63179,0.445784,0.892339
5,3535,2.993944,0.000754,9.973354,103,3440,2.999848,0,20.574016,8,3432,2.997308,0.022823,0.244727,0.179158,0.357717
9,10164,2.996955,1.310206,44.981614,688,10080,3.003648,0.253161,44.165579,604,9476,2.997908,2.783253,0.701623,0.524449,0.987442
9,6183,3.002518,0.119296,17.376594,47,6291,3.000384,0.025471,9.111767,155,6136,3.00449,0.573358,0.428795,0.327587,0.641083
7,5033,3.002235,0.031593,18.084289,322,4739,2.996323,0.000137,13.369929,28,4711,3.007755,0.164749,0.349774,0.246267,0.492211
6,4116,3.006869,0.008496,0.24426,20,4470,3.001001,0.001869,52.443844,374,4096,3.003055,0.073206,0.286188,0.232574,0.427723
8,5896,3.003153,0.134132,6.059849,310,5616,3.003419,0.004109,11.491525,30,5586,2.993205,0.337675,0.409136,0.292411,0.581474
15,4928,3.001994,0.025488,0.171704,18,4991,3.006631,0.001128,38.328233,81,4910,3.007804,0.164611,0.342126,0.260333,0.513206
19,13908,2.997812,14.769736,222.288377,4341,14554,2.999627,1.710996,244.996724,4987,9567,3.000371,2.926681,0.956802,0.756104,0.99771
3,2292,3.008515,0,0.341253,27,2271,2.998273,0,56.968453,6,2265,2.9995,0.000784,0.159483,0.118116,0.236029
8,12325,2.99839,4.221907,139.562774,2757,12189,3.006683,0.873739,138.162159,2621,9568,2.994989,2.882886,0.853989,0.633912,0.996114
12,8016,3.003727,0.476613,4.445176,63,8676,2.995478,0.126749,47.496858,723,7953,2.996502,1.610019,0.557004,0.451197,0.82835
2,7360,3.002251,0.32384,30.296508,35,7490,2.998544,0.063961,4.471384,165,7325,3.007126,1.139691,0.511291,0.388767,0.765626
6,13338,2.997703,8.160445,196.837229,3758,12901,3.005145,1.024161,188.119306,3321,9580,2.995943,2.91592,0.923532,0.672719,0.997576
8,5768,3.004246,0.06743,56.834481,8,5784,2.997128,0.009725,0.268023,24,5760,3.00046,0.415634,0.400992,0.300521,0.600092
4,10920,2.99758,1.655392,108.866564,1399,11010,3.002164,0.455047,99.803675,1489,9521,3.001195,2.891889,0.75618,0.572802,0.993206
2,1462,2.985533,0,18.314559,64,1410,2.997403,0,7.086058,12,1398,2.990741,0,0.100887,0.07318,0.145561
19,10965,3.002695,1.627489,85.83858,1443,10365,2.993392,0.399965,60.639397,843,9522,2.997408,2.90001,0.750497,0.538655,0.992264
12,6228,2.995623,0.111879,9.30259,12,6345,2.995366,0.029567,9.218996,129,6216,3.004846,0.590922,0.431887,0.329958,0.648875
5,3670,3.009567,0.000143,19.643051,101,3595,3.00693,0,1.192658,26,3569,2.999325,0.022908,0.255462,0.187122,0.372195
4,8283,3.004309,0.54168,35.914969,866,7524,2.994622,0.087629,2.107832,107,7417,3.007572,1.355372,0.574608,0.390046,0.775383
2,7744,3.005025,0.418677,8.250652,125,7997,3.002216,0.082206,15.73109,378,7619,2.997466,1.374399,0.536718,0.416818,0.794055
9,6453,2.999131,0.201563,23.716827,245,6264,3.004248,0.022505,17.761458,56,6208,3.009928,0.582093,0.447522,0.326272,0.64975
13,6543,2.999668,0.144708,1.407898,45,6561,3.004639,0.017719,27.926316,63,6498,3.000245,0.599527,0.453517,0.341998,0.677328
11,7634,2.993088,0.361116,21.429853,222,7447,3.000873,0.062395,3.329112,35,7412,2.995957,1.109654,0.528279,0.387983,0.772278
16,2856,2.998587,0,11.511099,13,2868,2.993457,0,10.163458,25,2843,3.000383,0.00212,0.198178,0.14892,0.296439
19,1464,2.998129,0,67.994212,44,1424,3.003398,0,0.069082,4,1420,3.008441,0,0.101476,0.074162,0.148395
5,3395,2.993428,0.000532,1.920117,10,3560,2.997362,0,57.929506,175,3385,3.004222,0.031268,0.235221,0.185254,0.353472
11,8382,2.993393,0.53806,34.392833,429,7975,3.000239,0.097388,1.535861,22,7953,2.990552,1.527238,0.579774,0.415398,0.82674
12,9338,3.002316,1.047799,9.119422,109,10500,3.000952,0.420396,84.745322,1271,9229,2.995478,2.533753,0.647588,0.547048,0.961052
12,8393,3.002379,0.528867,58.687199,765,7689,2.986764,0.054665,3.355814,61,7628,3.005745,1.242455,0.583309,0.39819,0.797296
13,8448,2.99842,0.532568,2.172582,48,9204,2.997685,0.188893,41.491797,804,8400,3.00034,1.736132,0.584812,0.477605,0.876075
2,1400,3.009317,0,0.079744,6,1426,2.999708,0,51.996945,32,1394,3.008084,0,0.097415,0.074249,0.145667
7,5691,2.996539,0.060725,75.524216,637,5068,3.009393,0.00044,0.232269,14,5054,3.001703,0.177466,0.394752,0.264671,0.526842
20,11408,3.008365,2.345942,115.645165,1843,11472,3.000859,0.641524,87.502895,1907,9565,2.998869,2.909015,0.788536,0.596852,0.99711
13,4998,3.005105,0.033004,0.385696,39,5173,3.00554,0.001273,38.520598,214,4959,3.001926,0.18957,0.347183,0.26971,0.517715
15,10905,2.99591,1.807163,94.205218,1354,10725,3.000726,0.444879,55.709239,1174,9551,2.998054,2.918477,0.756213,0.558524,0.995487
19,13357,2.996128,5.155776,188.006788,3811,13395,2.994861,1.877678,215.11134,3849,9546,3.0027,2.916824,0.916472,0.694969,0.996169
16,7440,3.000864,0.230792,18.91419,228,7250,2.993426,0.059235,4.548127,38,7212,2.996335,1.163134,0.516456,0.376777,0.751611
18,12312,3.002535,3.313917,159.200653,2765,12204,2.99525,0.950803,150.513796,2657,9547,2.999347,2.890625,0.854219,0.634283,0.995379
5,3635,2.998531,0.001526,63.378793,285,3365,3.000283,0,2.359113,15,3350,3.006367,0.015212,0.251748,0.17528,0.350336
5,4590,3.001871,0.016803,59.362012,267,4338,2.98724,0.000406,0.199596,15,4323,2.997077,0.104836,0.318725,0.224976,0.450845
16,11376,3.002024,2.098321,114.50073,1858,10912,2.993417,0.626021,90.250388,1394,9518,2.998144,2.871743,0.785729,0.567098,0.992028
7,5033,2.997099,0.034101,19.555615,105,4942,3.003618,0.0058,3.013937,14,4928,2.997362,0.202075,0.348632,0.257372,0.513313
16,11568,3.001183,2.371558,157.906001,2079,10832,3.00133,0.451977,52.439592,1343,9489,2.995084,2.789534,0.798107,0.562601,0.987743
3,2253,2.988489,0,42.229141,133,2130,2.98779,0,2.613669,10,2120,2.998212,0,0.155836,0.110214,0.220791
11,13357,3.000228,7.060315,211.235818,3831,13775,3.001993,1.44258,185.632331,4249,9526,3.011642,2.940341,0.92333,0.714522,0.997072
15,10710,2.997073,1.866986,73.592116,1143,11430,3.00634,0.474736,128.841983,1863,9567,2.999967,2.934979,0.741234,0.59582,0.997628
2,8196,3.002201,0.488866,1.104163,101,8352,3.001151,0.104095,21.322189,257,8095,2.9935,1.463829,0.566308,0.435172,0.842489
14,11712,3.000515,2.741347,118.818389,2198,10784,2.997008,0.509583,90.427656,1270,9514,3.000842,2.887636,0.81341,0.56033,0.992396
15,13140,3.001965,8.893256,167.825925,3573,13320,3.001779,1.042579,184.644399,3753,9567,2.99803,2.916433,0.90765,0.693592,0.997021
6,4410,3.005404,0.005668,7.680962,109,4320,3.007459,0,17.853819,19,4301,3.000178,0.067883,0.306355,0.225566,0.448979
6,11070,2.994681,1.815049,89.469099,1601,11070,2.990859,0.504023,104.944477,1601,9469,3.002767,2.862607,0.765736,0.574806,0.98812
12,5960,3.007815,0.134416,24.272134,213,5768,2.998674,0.001692,0.554372,21,5747,3.00035,0.382031,0.414296,0.299772,0.599126
8,14668,2.998208,27.683746,232.731698,5176,13509,2.994613,1.169137,232.837171,4017,9492,3.000344,2.863664,0.990128,0.700127,0.990579
5,3925,2.992281,0.00024,107.347078,455,3480,2.999242,0,0.058145,10,3470,2.994545,0.025904,0.271868,0.181204,0.36119
1,740,2.999879,0,89.335335,77,663,2.991099,0,0.509406,0,663,2.987582,0,0.051303,0.034429,0.068777
8,13446,2.996632,8.03588,204.355707,3899,12708,3.004014,0.983466,187.006256,3161,9547,2.996532,2.919763,0.929013,0.662799,0.994181
3,14326,2.994689,39.683246,223.811999,4740,13167,3.001059,0.849534,178.30859,3581,9586,2.994769,2.924623,0.989781,0.685938,0.997596
17,11645,2.999487,2.888833,125.234877,2217,11815,2.999659,0.698126,172.237444,2387,9428,2.998779,2.852778,0.804651,0.614885,0.982813
12,7986,3.002922,0.577162,7.57648,212,7832,2.992371,0.083255,20.989177,58,7774,3.004639,1.503218,0.554997,0.406428,0.812161
12,3465,3.013118,0.001371,0.047124,14,3580,3.006754,0,89.701834,129,3451,2.996067,0.032797,0.24164,0.186621,0.359389
7,8283,3.000068,0.469504,55.77154,528,7810,3.001177,0.056455,1.356187,55,7755,2.998244,1.415825,0.574498,0.405802,0.807709
8,5768,3.002101,0.065676,36.767543,395,5432,3.003545,0.004134,1.871691,59,5373,2.997953,0.282014,0.399914,0.282978,0.560433
2,1500,2.994212,0,42.570284,115,1394,2.982203,0,0.478474,9,1385,3.00196,0,0.103868,0.072134,0.144981
8,5960,2.998443,0.072399,14.580844,137,5832,2.996608,0.010872,4.045882,9,5823,2.99441,0.383438,0.412622,0.303414,0.605692
3,2085,3.019923,0,19.451501,35,2067,3.005938,0,0.695042,17,2050,2.987426,0.000043,0.145533,0.107801,0.213245
8,14000,2.993847,9.052547,220.179541,4429,15340,2.998627,1.841637,278.12429,5769,9571,2.995716,2.904346,0.93967,0.797731,0.996603
10,4506,2.995182,0.017389,125.030293,534,3996,2.991331,0,0.075971,24,3972,2.997097,0.056594,0.312115,0.207524,0.414472
13,8723,2.998169,0.710558,3.508423,21,9841,2.998604,0.245629,89.460759,1139,8702,3.004719,2.074233,0.604762,0.511856,0.9085
13,4970,3.007324,0.025397,36.831266,31,5005,3.004327,0.002943,0.385109,66,4939,2.999244,0.217555,0.345033,0.260993,0.51524
11,4122,2.987635,0.004886,0.184474,13,4158,2.993013,0.000576,25.134685,49,4109,3.002319,0.076962,0.285063,0.215879,0.428599
3,2139,2.997895,0,0.442543,5,2274,3.000552,0,40.056079,140,2134,3.00172,0.00223,0.14844,0.118439,0.222629
14,5872,2.993062,0.046758,2.406235,96,5800,2.998268,0.018295,13.485725,24,5776,2.993516,0.317896,0.406805,0.30163,0.600866
14,9660,3.001832,1.310909,28.930299,387,9408,2.996767,0.274801,25.448185,135,9273,3.006029,2.620195,0.669306,0.488884,0.968773
9,3020,2.995194,0.001519,54.013299,268,2756,2.990962,0,0.02147,4,2752,3.001619,0.002097,0.209268,0.143109,0.287017
15,10275,3.003405,1.194976,54.132083,778,10410,2.996976,0.390063,45.097378,913,9497,3.002987,2.887459,0.711528,0.541351,0.991244
12,12053,3.000773,2.883395,137.996971,2513,11356,3.003611,0.62112,127.850627,1816,9540,3.002552,2.913045,0.83723,0.591878,0.995553
8,4218,3.004987,0.003861,21.03755,174,4050,2.989302,0.000982,6.424659,6,4044,2.994057,0.117785,0.293272,0.210185,0.42091
7,5348,2.990691,0.050074,50.201793,301,5061,2.994964,0.009036,0.151878,14,5047,3.000034,0.248091,0.370236,0.263151,0.526699
15,10260,2.99758,1.198938,78.686937,778,11610,3.003549,0.473201,136.613478,2128,9482,3.00664,2.866221,0.710975,0.605042,0.990966
8,5768,3.009714,0.063743,6.258036,32,5984,3.003608,0.01356,23.455262,248,5736,3.008744,0.470293,0.401534,0.311647,0.600127
12,10365,2.999986,1.94535,72.812634,965,10680,2.996353,0.356296,91.410521,1280,9400,2.996644,2.818088,0.715307,0.555574,0.979201
9,6606,3.00384,0.219119,21.651241,218,6453,2.996525,0.018795,3.077691,65,6388,2.999721,0.667596,0.459337,0.335701,0.666717
15,14402,3.000351,19.964629,238.404661,4821,13927,2.993058,1.484756,202.034267,4346,9581,2.993147,2.919395,0.997638,0.722161,0.996493
2,5369,3.002724,0.036913,84.755937,595,4809,3.002197,0.001279,0.142022,35,4774,2.995823,0.245163,0.372727,0.250231,0.497091
5,5248,2.993483,0.082134,7.833292,19,5712,2.993565,0.009999,25.74471,483,5229,2.989534,0.243686,0.363155,0.296696,0.543523
14,10164,3.003304,1.159356,63.524847,691,10402,3.000875,0.343702,86.756777,929,9473,3.00273,2.869112,0.706123,0.541954,0.988885
10,9940,3.006655,0.998174,53.314036,514,9786,2.997336,0.375616,19.721613,360,9426,2.997235,2.607238,0.690499,0.508402,0.982122
2,1358,3.009149,0,0.840737,12,1558,2.988776,0,63.638372,212,1346,2.981033,0,0.094307,0.080835,0.139612
3,6016,3.00193,0.115787,19.919582,236,5792,3.007292,0.015321,5.040557,12,5780,3.003298,0.430329,0.416737,0.302183,0.60312
15,7546,3.002788,0.412283,7.417196,0,7898,3.004594,0.086829,20.265438,352,7546,3.004219,1.38539,0.524515,0.412005,0.787147
9,12744,3.004092,4.494677,192.443374,3217,12708,2.996348,1.100061,188.900811,3181,9527,2.99612,2.905201,0.882929,0.660466,0.992129
9,2166,3.002319,0,15.59654,19,2151,2.999796,0,0.893739,4,2147,3.021518,0.000015,0.150303,0.112024,0.225546
18,12600,3.001182,7.922154,209.565268,3066,12744,3.002589,1.130572,158.497523,3210,9534,3.004324,2.911079,0.875124,0.663416,0.995538
1,9594,3.004433,1.132539,14.520086,430,9269,2.992864,0.155824,19.139308,105,9164,2.997018,2.510454,0.6607,0.48053,0.954821
10,7290,3.000515,0.2463,0.713648,46,7340,3.006951,0.046081,23.455899,96,7244,2.996079,1.023726,0.50566,0.383179,0.754748
11,8602,2.999753,0.553937,46.206493,374,8261,3.0047,0.073847,4.782966,33,8228,3.008284,1.999101,0.596992,0.430548,0.859757
19,4970,2.995662,0.036449,2.877939,56,4942,2.996883,0.007384,16.040099,28,4914,3.005023,0.234844,0.344261,0.256494,0.513264
6,11815,3.001279,3.529466,136.013419,2360,11866,3.001657,0.767144,138.625913,2411,9455,2.996112,2.804799,0.820836,0.618362,0.984689
15,5512,3.009098,0.043658,22.19603,144,5384,3.006188,0.003096,5.567679,16,5368,3.001898,0.270866,0.383939,0.280638,0.560032
4,13194,3.00501,6.521311,196.561079,3648,13122,2.997342,1.022182,159.864238,3576,9546,2.999069,2.921888,0.904622,0.681452,0.995013
12,10440,2.998996,1.642657,63.012167,897,10875,3.000962,0.472089,66.090118,1332,9543,2.997982,2.908752,0.724295,0.566325,0.994611
6,4398,2.99459,0.01293,38.847382,185,4236,2.991164,0,0.079934,23,4213,2.995012,0.072364,0.304505,0.219797,0.439227
4,3000,3.007893,0,23.341148,188,2820,2.993144,0,0.799006,8,2812,3.002384,0.004052,0.208881,0.146421,0.293484
9,12308,2.997484,3.851488,143.913757,2745,11577,2.999047,0.466882,132.629038,2014,9563,2.993368,2.892227,0.840645,0.601618,0.994867
15,11055,2.994917,1.894504,123.399326,1502,10950,3.001088,0.427608,91.689204,1397,9553,3.001138,2.914296,0.764735,0.570159,0.996613
18,13604,2.999699,7.423315,218.600496,4037,14250,2.997452,1.461511,224.521891,4683,9567,2.996468,2.92301,0.942385,0.739223,0.996277
11,8173,3.000562,0.390416,41.997439,822,7403,3.007268,0.095503,2.086797,52,7351,3.000992,1.306155,0.567361,0.385576,0.767183
1,669,3.012884,0,0.021282,1,691,2.996212,0,31.505337,23,668,3.021673,0,0.046658,0.035897,0.070096
3,2112,2.990777,0,30.957751,90,2025,2.990749,0,0.147936,3,2022,2.987256,0.000051,0.146054,0.105074,0.20973
12,8892,3.001312,0.585537,10.162539,169,8772,2.997608,0.192416,9.799047,49,8723,3.000448,2.161554,0.617186,0.454981,0.909623
4,2932,2.998487,0.000658,18.038291,13,2968,3.009271,0,8.533157,49,2919,2.998869,0.007726,0.203109,0.155061,0.304236
2,5928,2.999163,0.091434,54.069842,360,5576,3.000583,0.011242,0.253344,8,5568,2.99795,0.431696,0.411312,0.2902,0.579604
12,8748,2.999619,0.742846,22.070997,376,8520,2.991713,0.117375,5.616699,148,8372,2.996771,1.743208,0.607423,0.441311,0.872312
2,6651,3.004812,0.18222,0.480623,61,6723,2.990252,0.034442,43.898588,133,6590,2.997112,0.700171,0.461502,0.348835,0.686743
10,2924,2.994889,0,28.585264,102,2836,2.988798,0,0.25557,14,2822,2.99972,0.013349,0.202678,0.146934,0.294125
5,12618,3.000817,7.869489,163.550077,3034,13194,3.001526,1.142238,198.586242,3610,9584,2.995168,2.923494,0.870339,0.687549,0.997492
14,10612,2.997957,1.402553,54.61433,1110,10010,2.999376,0.21625,65.386139,508,9502,3.001534,2.866982,0.735924,0.520715,0.991526
8,5544,3.003574,0.059687,11.834944,44,5592,2.996141,0.005049,2.948775,92,5500,2.996382,0.345946,0.384753,0.290189,0.573231
14,7843,2.998466,0.426927,2.645684,100,7920,2.992019,0.126014,24.102179,177,7743,3.000755,1.408444,0.54196,0.41098,0.807722
4,2944,3.001566,0,63.735946,105,2840,2.991656,0,0.373253,1,2839,2.9875,0.002465,0.204478,0.147505,0.294589
19,9854,2.999181,1.205735,52.623913,741,9217,3.000486,0.142049,5.639191,104,9113,2.994295,2.29838,0.684119,0.480139,0.948595
7,5019,2.993276,0.040206,46.41352,8,5054,3.002426,0.002893,1.020668,43,5011,2.989406,0.168822,0.347381,0.263229,0.520239
11,13608,3.001267,10.616193,221.711275,4126,12618,2.997278,0.791748,164.213988,3136,9482,3.004672,2.849673,0.935729,0.656591,0.990548
14,5936,3.005072,0.102615,3.649363,31,6128,2.997046,0.011769,29.285403,223,5905,3.001728,0.48967,0.412735,0.318475,0.61626
10,7300,2.997887,0.261083,37.529823,213,7120,3.002023,0.076616,0.742393,33,7087,3.00578,1.017179,0.506587,0.370234,0.739966
10,5720,2.994624,0.095347,66.339632,312,5432,3.005542,0.010788,0.215941,24,5408,3.002748,0.316141,0.396128,0.283242,0.564181
7,5068,2.99881,0.038781,17.804366,126,4956,3.003217,0.000914,3.239789,14,4942,2.997936,0.182508,0.351067,0.258402,0.515098
9,6399,3.001017,0.119999,34.552836,81,6336,2.993349,0.02502,1.165014,18,6318,3.000267,0.701686,0.444376,0.328979,0.658609
16,11600,2.996321,4.128148,128.272872,2049,11984,3.003959,1.023946,105.422645,2433,9551,3.000461,2.912517,0.804455,0.624801,0.996177
10,7540,2.998785,0.245213,41.144804,370,7270,2.998761,0.07145,1.410706,100,7170,2.996964,1.161548,0.522342,0.378295,0.747353
7,4851,2.995923,0.021183,13.2451,14,4942,3.004692,0.000271,6.63067,105,4837,3.000575,0.127352,0.336417,0.257371,0.504832
15,10770,3.003694,2.00804,64.310353,1244,11055,2.997511,0.418632,98.384867,1529,9526,3.007965,2.928744,0.745261,0.575323,0.996178
17,13294,2.992882,6.558538,179.172405,3720,12359,2.99912,1.227372,175.509189,2785,9574,2.997783,2.924525,0.914867,0.643518,0.997606
7,5117,2.996957,0.034937,13.04891,308,4816,2.997002,0.002361,25.809102,7,4809,3.007743,0.14748,0.354392,0.250583,0.502784
4,1478,2.992874,0,42.511364,82,1398,3.003388,0,0.009137,2,1396,3.004971,0,0.102169,0.072895,0.145805
16,10992,3.006788,2.308836,82.485585,1408,11344,2.999654,0.576666,119.723921,1760,9584,2.994103,2.927523,0.763759,0.590611,0.997581
1,715,2.998907,0,51.558247,30,686,2.998263,0,0.011142,1,685,2.989685,0,0.0495,0.035708,0.071202
19,12112,3.002664,3.943126,148.479958,2562,12064,3.002457,0.868709,147.896087,2514,9550,3.003059,2.914851,0.839542,0.628636,0.99669
12,9915,3.00116,1.29958,33.061088,398,10440,3.001088,0.354631,57.271254,923,9517,3.000832,2.869531,0.688632,0.543865,0.992616
12,9072,2.996888,0.597492,43.358479,355,8760,2.996029,0.134385,5.021588,43,8717,2.999909,2.135851,0.628304,0.454798,0.909054
15,1388,3.012827,0,0.021314,2,1458,2.99812,0,52.975507,72,1386,3.002803,0,0.096785,0.07589,0.14451
10,7400,3.000615,0.277988,40.492244,439,7020,3.005241,0.03204,3.016282,59,6961,2.987551,0.824873,0.512853,0.36549,0.723392
2,1438,3.004847,0,0.123946,2,1490,2.992743,0,21.317345,54,1436,2.995584,0,0.100012,0.077334,0.149363
8,1468,3.007434,0,57.910356,60,1412,2.987332,0,0.283201,4,1408,2.97057,0,0.102197,0.073092,0.145228
5,3575,2.999751,0.001203,63.987646,158,3445,3.00588,0.000558,0.560358,28,3417,3.008012,0.05865,0.247767,0.179448,0.357721
2,4110,3.002922,0.004496,12.808121,0,4386,2.999426,0,12.752149,276,4110,2.997737,0.080895,0.285695,0.228012,0.427802
20,12336,2.993113,3.795858,165.379425,2784,11696,2.99892,0.653626,106.869036,2144,9552,2.994107,2.875403,0.853521,0.607622,0.994176
10,7010,2.996528,0.25759,8.986195,20,7150,3.006295,0.048141,10.442329,160,6990,3.005102,0.839308,0.486242,0.372453,0.730342
2,1480,3.006001,0,59.836805,180,1310,2.99902,0,2.231551,10,1300,3.021218,0,0.102816,0.068136,0.136561
6,4056,2.996254,0.002763,0.336373,6,4452,2.995015,0,47.403208,402,4050,2.998712,0.062496,0.281315,0.231395,0.421988
12,8008,2.994363,0.342105,1.044758,127,8063,2.99628,0.098091,32.122688,182,7881,2.99631,1.403193,0.550741,0.419427,0.820843
8,13737,2.993988,13.034692,232.231553,4218,13528,2.998252,1.0476,204.252687,4009,9519,3.005425,2.929796,0.950541,0.698903,0.994283
5,12294,3.003065,3.984832,149.530408,2799,12870,2.998404,1.008096,158.076709,3375,9495,2.998312,2.922091,0.849982,0.666169,0.989488
17,2166,3.001521,0,24.937876,114,2055,2.999181,0,0.098583,3,2052,3.001733,0,0.150335,0.106922,0.213873
6,2163,3.007112,0,4.649344,81,2085,3.003414,0,17.050782,3,2082,3.00774,0.000222,0.150026,0.108564,0.217435
16,2844,2.979653,0,2.325901,4,2992,3.007065,0,25.796663,152,2840,2.998328,0.004077,0.195915,0.1562,0.295668
8,14155,2.998395,14.167068,209.676138,4591,13851,2.996349,1.92291,202.530407,4287,9564,3.001166,2.934477,0.952578,0.720316,0.997739
17,7140,3.006402,0.281194,1.861827,19,7370,2.997504,0.05892,23.902602,249,7121,3.003505,1.144226,0.496903,0.383194,0.743464
14,10192,3.001387,1.627029,68.154771,748,9814,3.012667,0.231648,43.634869,370,9444,3.003642,2.871951,0.706503,0.512621,0.986125
19,3475,3.004981,0.001308,7.942431,15,3500,3.006187,0,12.124539,40,3460,2.992528,0.025592,0.241148,0.182271,0.359519
13,6183,2.999184,0.10409,0.234214,27,6741,2.995959,0.041648,55.772083,585,6156,2.993273,0.653469,0.428905,0.350623,0.640412
9,9152,2.997189,0.712651,14.790977,40,9256,2.994871,0.321444,21.67102,144,9112,3.002586,2.489913,0.63496,0.481293,0.950932
11,4991,3.003413,0.0252,11.425967,162,4893,2.992428,0.004907,6.513447,64,4829,2.996421,0.165806,0.346438,0.253615,0.503824
12,12580,2.996048,5.786549,150.629423,3051,12597,2.999654,0.755797,171.708188,3068,9529,2.999785,2.92875,0.869557,0.655926,0.993634
5,8928,2.995679,0.70445,6.509408,97,8976,3.007736,0.134668,29.483191,145,8831,2.999996,2.293275,0.618704,0.468639,0.921009
7,11584,3.000853,4.281452,138.680943,2028,12064,2.996454,0.774929,171.611678,2508,9556,3.004164,2.938903,0.801844,0.627618,0.997597
