Demand,Total parts,Parts per hour,VA Time,Drilling Waiting Time,Milling Waiting Time,Assembly Waiting Time,Drilling Util,Milling Util,Assembly Util,,,,,,,,,,,,
4,1716,72,8.989252,0.016171,0,0.09138,0.237328,0.177182,0.351035,,,,,,,,,,,,
12,3493,146,8.98556,0.351993,0,2.035635,0.483366,0.362586,0.715812,,,,,,,,,,,,
4,1920,80,8.983403,0.006052,0,0.092142,0.26506,0.199293,0.3982,,,,,,,,,,,,
5,3704,154,8.987088,0.722361,0.000026,2.822435,0.51392,0.384601,0.762109,,,,,,,,,,,,
18,473,20,8.974868,0,0,0,0.065553,0.048606,0.096972,,,,,,,,,,,,
18,9144,381,8.989199,166.99534,0.000142,238.588623,0.999999,0.749403,0.995914,,,,,,,,,,,,
16,8532,356,9.006165,95.619604,0.000058,239.213805,0.999399,0.752147,0.996025,,,,,,,,,,,,
6,8398,350,9.010068,109.858579,0.000181,232.728807,0.983568,0.736635,0.982812,,,,,,,,,,,,
17,4302,179,9.004593,1.354053,0,18.130978,0.596474,0.445107,0.888785,,,,,,,,,,,,
13,2652,111,8.993195,0.201906,0,0.642362,0.368009,0.275196,0.550783,,,,,,,,,,,,
12,4016,167,8.989744,0.885632,0.000046,4.447752,0.555337,0.417396,0.829761,,,,,,,,,,,,
6,3072,128,8.99631,0.224249,0,0.984914,0.42617,0.319204,0.636614,,,,,,,,,,,,
5,2385,99,8.986067,0.053297,0,0.332792,0.329819,0.246809,0.492345,,,,,,,,,,,,
13,6045,252,8.998754,5.545974,0.000056,136.019749,0.833018,0.626705,0.99591,,,,,,,,,,,,
14,5588,233,8.981821,3.853392,0.000056,93.332842,0.77383,0.581561,0.995941,,,,,,,,,,,,
5,460,19,8.974173,0,0,0,0.063456,0.04782,0.095521,,,,,,,,,,,,
18,8676,362,8.970476,159.931542,0.00009,239.768801,0.999999,0.747853,0.99589,,,,,,,,,,,,
9,4518,188,9.011138,1.105295,0.000011,8.441082,0.627865,0.470831,0.934682,,,,,,,,,,,,
3,8658,361,9.000702,89.099726,0.000041,231.018449,0.995299,0.744539,0.996039,,,,,,,,,,,,
10,4900,204,9.014344,1.757334,0.000038,45.841065,0.678744,0.508356,0.974204,,,,,,,,,,,,
16,8368,349,9.003761,87.365411,0.000024,238.644972,0.999999,0.748719,0.996215,,,,,,,,,,,,
10,1485,62,9.001614,0.001453,0,0.039443,0.207593,0.154038,0.308633,,,,,,,,,,,,
9,4437,185,8.994793,1.084827,0.000005,9.804032,0.617609,0.461325,0.912069,,,,,,,,,,,,
18,8802,367,8.992158,128.286075,0.000066,227.967093,0.991158,0.741229,0.994813,,,,,,,,,,,,
17,7378,307,9.000997,23.110783,0.000128,216.440392,0.961963,0.721063,0.996114,,,,,,,,,,,,
7,7488,312,8.999471,44.074013,0.000117,227.307437,0.989671,0.741081,0.994981,,,,,,,,,,,,
3,5400,225,9.009631,2.947087,0.000038,84.281591,0.74777,0.561636,0.995228,,,,,,,,,,,,
19,9614,401,8.996723,146.460902,0.000025,219.344044,0.984855,0.736349,0.996087,,,,,,,,,,,,
10,4640,193,9.014989,2.178452,0.000049,18.131706,0.64633,0.483505,0.942111,,,,,,,,,,,,
15,8160,340,9.010679,70.755479,0.00004,237.93506,0.997762,0.748755,0.996083,,,,,,,,,,,,
20,7216,301,8.985087,26.959805,0.000028,212.971345,0.975064,0.73177,0.996106,,,,,,,,,,,,
11,9196,383,9.007081,215.15398,0.000017,237.13114,0.999766,0.746443,0.996023,,,,,,,,,,,,
14,6874,286,8.999286,13.358023,0.000034,190.901602,0.935568,0.702499,0.991126,,,,,,,,,,,,
20,3353,140,9.023925,0.464106,0.000159,2.989762,0.46688,0.34959,0.688725,,,,,,,,,,,,
15,1980,83,9.033027,0.017321,0,0.122853,0.27532,0.205279,0.409154,,,,,,,,,,,,
5,9160,382,9.009473,146.452063,0.000057,239.292342,0.999999,0.749844,0.996082,,,,,,,,,,,,
10,4560,190,9.000443,1.388983,0.000012,12.589145,0.633675,0.473512,0.934743,,,,,,,,,,,,
12,5964,249,8.996061,4.324923,0.000052,172.155464,0.826697,0.616696,0.996026,,,,,,,,,,,,
4,1968,82,9.004993,0.023339,0,0.167905,0.272412,0.20481,0.408732,,,,,,,,,,,,
3,1461,61,8.990291,0.00051,0,0.036123,0.202458,0.151797,0.303602,,,,,,,,,,,,
13,6643,277,9.012005,21.652801,0.000023,219.279918,0.920202,0.68905,0.995093,,,,,,,,,,,,
8,8604,359,9.002459,140.313408,0.000077,234.748559,0.996692,0.745174,0.996141,,,,,,,,,,,,
9,8551,356,8.992993,130.86158,0.00008,229.759805,0.992309,0.741658,0.993349,,,,,,,,,,,,
11,5544,231,8.999764,3.660505,0.000003,59.40091,0.760484,0.569098,0.996015,,,,,,,,,,,,
3,1924,80,8.95999,0.022231,0,0.123377,0.26593,0.197767,0.397209,,,,,,,,,,,,
19,6795,283,9.007563,12.961654,0.000002,194.603905,0.934028,0.696357,0.993384,,,,,,,,,,,,
11,5720,238,8.983876,3.426638,0.000052,108.427342,0.793441,0.592504,0.996056,,,,,,,,,,,,
4,6916,288,9.008845,11.310522,0.000104,201.480084,0.930412,0.69966,0.995267,,,,,,,,,,,,
3,1410,59,9.000453,0,0,0.016193,0.196438,0.146675,0.293028,,,,,,,,,,,,
5,2390,100,9.013885,0.049849,0,0.347416,0.331457,0.248724,0.49719,,,,,,,,,,,,
9,4275,178,8.992651,1.040787,0.000045,8.569352,0.593231,0.443829,0.885536,,,,,,,,,,,,
5,2400,100,9.01625,0.068207,0,0.305406,0.333541,0.250862,0.498117,,,,,,,,,,,,
5,1996,83,8.984748,0.033502,0,0.160355,0.274479,0.206125,0.411194,,,,,,,,,,,,
12,5616,234,8.992615,3.149934,0.000174,123.820424,0.774461,0.582027,0.996279,,,,,,,,,,,,
14,6622,276,8.983716,14.149019,0.000091,200.436827,0.903566,0.675335,0.996153,,,,,,,,,,,,
18,6370,265,8.995281,5.192128,0.000018,170.104224,0.869009,0.650398,0.995948,,,,,,,,,,,,
2,3936,164,9.004511,0.753636,0.000071,3.534134,0.545532,0.407571,0.808109,,,,,,,,,,,,
17,1437,60,8.999788,0.004599,0,0.020596,0.199373,0.149511,0.298342,,,,,,,,,,,,
15,942,39,9.005625,0,0,0,0.130484,0.097759,0.194172,,,,,,,,,,,,
14,3367,140,8.995958,0.322996,0.000136,1.250462,0.466294,0.350425,0.700872,,,,,,,,,,,,
13,4554,190,9.005385,1.383742,0,11.812317,0.632648,0.472465,0.933627,,,,,,,,,,,,
18,946,39,8.987002,0,0,0.003671,0.130357,0.098473,0.197474,,,,,,,,,,,,
3,1494,62,9.022571,0.000493,0,0.033058,0.208911,0.154926,0.311487,,,,,,,,,,,,
5,2380,99,8.988211,0.052102,0,0.280424,0.329565,0.244477,0.491524,,,,,,,,,,,,
8,1992,83,9.029496,0.012714,0,0.134881,0.277446,0.208806,0.41517,,,,,,,,,,,,
5,2565,107,8.997565,0.10314,0,0.5293,0.356297,0.265059,0.531688,,,,,,,,,,,,
12,2868,120,8.99404,0.191098,0,0.764156,0.397263,0.297816,0.590756,,,,,,,,,,,,
11,2410,100,9.003078,0.068478,0,0.298916,0.335682,0.250352,0.500386,,,,,,,,,,,,
10,4640,193,9.008379,1.5551,0.000207,16.399253,0.642759,0.479514,0.951564,,,,,,,,,,,,
11,5170,215,9.006509,3.195885,0.000027,86.498711,0.717986,0.535895,0.979856,,,,,,,,,,,,
12,5352,223,9.014188,3.354545,0.000053,88.102103,0.738237,0.551293,0.988031,,,,,,,,,,,,
3,1356,57,8.997444,0,0,0.010922,0.188373,0.140204,0.282965,,,,,,,,,,,,
12,10100,421,9.01691,215.315386,0.00013,236.945683,0.999999,0.748389,0.996166,,,,,,,,,,,,
3,4176,174,8.997936,1.281394,0,6.869419,0.581091,0.435235,0.85025,,,,,,,,,,,,
15,2320,97,8.992805,0.079988,0,0.388958,0.322813,0.240941,0.482738,,,,,,,,,,,,
20,4239,177,8.983552,2.140366,0.000023,10.483069,0.585907,0.438734,0.876079,,,,,,,,,,,,
5,2310,96,9.005627,0.05097,0,0.29759,0.321172,0.240088,0.482366,,,,,,,,,,,,
8,5664,236,8.995174,3.852006,0.000049,117.315826,0.786635,0.588968,0.96518,,,,,,,,,,,,
13,4185,174,8.99569,1.173664,0,5.900999,0.579711,0.432966,0.847503,,,,,,,,,,,,
3,3290,137,9.001422,0.594527,0.000219,1.659051,0.456412,0.341811,0.678406,,,,,,,,,,,,
19,8712,363,9.006026,146.562503,0.000101,236.800979,0.996748,0.744669,0.995878,,,,,,,,,,,,
12,5000,208,8.996099,2.39859,0.000154,34.835949,0.689401,0.515619,0.979416,,,,,,,,,,,,
13,6357,265,9.004338,7.430765,0.000149,137.632034,0.875318,0.651724,0.995886,,,,,,,,,,,,
3,1467,61,9.021944,0.000152,0,0.019669,0.20394,0.152059,0.306063,,,,,,,,,,,,
3,9576,399,8.984553,168.692092,0.000067,236.153356,0.999875,0.746987,0.996059,,,,,,,,,,,,
17,8500,354,9.001123,119.547524,0.000013,235.59763,0.997402,0.744761,0.995262,,,,,,,,,,,,
2,5532,231,8.980577,3.326921,0.000215,101.93011,0.763903,0.571372,0.951036,,,,,,,,,,,,
2,8930,372,9.009528,151.68741,0.000089,224.134428,0.985118,0.736924,0.991194,,,,,,,,,,,,
14,6636,277,9.003496,15.562615,0.000012,163.695514,0.905285,0.678926,0.995708,,,,,,,,,,,,
8,505,21,9.016989,0,0,0,0.070847,0.052626,0.103956,,,,,,,,,,,,
19,6300,263,8.999991,10.177315,0.000049,137.472017,0.858344,0.641442,0.994983,,,,,,,,,,,,
16,8272,345,8.981735,138.885741,0.000089,237.110091,0.999999,0.744493,0.996064,,,,,,,,,,,,
19,1880,78,9.001394,0.019614,0,0.137039,0.261878,0.196055,0.388554,,,,,,,,,,,,
19,501,21,9.043021,0,0,0,0.069928,0.052487,0.104071,,,,,,,,,,,,
20,3143,131,9.007856,0.678414,0.000058,1.895191,0.437116,0.326092,0.652199,,,,,,,,,,,,
2,6292,262,8.984986,10.00558,0,149.816634,0.874509,0.654034,0.987853,,,,,,,,,,,,
5,10040,418,8.997303,231.399528,0.00008,233.817144,0.996378,0.746625,0.993991,,,,,,,,,,,,
15,6840,285,9.015475,16.402387,0.00001,156.168299,0.896713,0.669721,0.989286,,,,,,,,,,,,
10,6383,266,9.005522,4.687223,0.000055,185.177498,0.88246,0.661847,0.995684,,,,,,,,,,,,
14,6594,275,9.005047,7.883548,0.000055,199.650147,0.90911,0.682113,0.996138,,,,,,,,,,,,
2,892,37,8.991944,0,0,0,0.123682,0.092041,0.182931,,,,,,,,,,,,
12,5688,237,8.99262,3.798488,0.000076,103.716571,0.787292,0.587795,0.987541,,,,,,,,,,,,
13,6253,261,9.007089,7.719078,0.000091,172.688626,0.866967,0.648107,0.99335,,,,,,,,,,,,
15,7308,305,8.994469,35.396992,0.000074,218.533964,0.975672,0.730257,0.994641,,,,,,,,,,,,
15,7125,297,8.994217,29.355662,0.000113,224.751467,0.980527,0.733131,0.996031,,,,,,,,,,,,
13,5520,230,8.983924,3.398891,0.000148,110.062383,0.762577,0.570056,0.964912,,,,,,,,,,,,
14,3332,139,9.005115,0.383397,0,1.205555,0.46375,0.347585,0.68592,,,,,,,,,,,,
17,7956,332,9.001834,117.07626,0.000133,220.492616,0.986908,0.736857,0.995147,,,,,,,,,,,,
13,6058,252,8.999185,4.426532,0.000014,104.423582,0.813845,0.606967,0.995981,,,,,,,,,,,,
6,4880,203,9.006804,2.541855,0.000211,22.123356,0.676786,0.505341,0.985483,,,,,,,,,,,,
1,5302,221,8.999255,2.342256,0.000065,76.362877,0.734046,0.549832,0.994177,,,,,,,,,,,,
4,1944,81,8.985453,0.00906,0,0.119627,0.270333,0.20198,0.402128,,,,,,,,,,,,
6,2766,115,9.009114,0.1683,0,0.792253,0.384452,0.287677,0.575535,,,,,,,,,,,,
9,1398,58,8.989973,0,0,0.021134,0.193615,0.145119,0.28917,,,,,,,,,,,,
14,6272,261,9.002618,6.903699,0.000076,148.137094,0.866984,0.650125,0.995446,,,,,,,,,,,,
14,3968,165,8.979826,0.655325,0.000006,3.470318,0.549797,0.410804,0.810923,,,,,,,,,,,,
10,5200,217,8.986861,2.445024,0.000053,67.545417,0.720672,0.538565,0.993341,,,,,,,,,,,,
9,3888,162,9.018496,0.881318,0.000044,5.199765,0.538721,0.403526,0.805126,,,,,,,,,,,,
5,2400,100,8.996638,0.081297,0,0.403585,0.332577,0.248199,0.495614,,,,,,,,,,,,
16,6344,264,8.999781,9.39108,0.000116,181.15962,0.87544,0.65611,0.993114,,,,,,,,,,,,
12,6622,276,9.000076,9.182408,0.000001,193.546749,0.917232,0.683582,0.996169,,,,,,,,,,,,
8,3976,166,9.009071,0.733406,0.00007,4.595232,0.548281,0.409702,0.82171,,,,,,,,,,,,
13,3736,156,8.992773,0.697983,0,3.296946,0.52016,0.388615,0.775686,,,,,,,,,,,,
2,6846,285,8.997454,19.354958,0.00002,194.183672,0.942355,0.704707,0.981833,,,,,,,,,,,,
3,6440,268,9.002161,11.034525,0.000072,206.576886,0.897888,0.668789,0.9962,,,,,,,,,,,,
10,6240,260,8.998781,5.903355,0.000333,158.797174,0.858215,0.644464,0.996103,,,,,,,,,,,,
4,5236,218,8.99472,2.856857,0.00004,63.54751,0.726489,0.543993,0.989764,,,,,,,,,,,,
4,6976,291,9.003308,24.759285,0.000058,196.092471,0.949427,0.714146,0.985555,,,,,,,,,,,,
14,7112,296,9.009122,22.411568,0.000161,234.115691,0.98534,0.738412,0.995658,,,,,,,,,,,,
10,446,19,9.006478,0,0,0,0.062107,0.04637,0.09305,,,,,,,,,,,,
15,7215,301,8.998631,51.662098,0.000075,190.823277,0.959472,0.716829,0.9959,,,,,,,,,,,,
17,8092,337,8.995711,69.239752,0.000075,234.511874,0.997584,0.74765,0.996006,,,,,,,,,,,,
8,3888,162,9.009737,0.678111,0.000017,2.569027,0.539925,0.406244,0.810254,,,,,,,,,,,,
13,6513,271,8.997753,10.199368,0.000139,182.580496,0.902476,0.674975,0.996021,,,,,,,,,,,,
9,469,20,9.030622,0,0,0,0.065384,0.048925,0.096878,,,,,,,,,,,,
7,3444,144,8.987873,0.438601,0,1.626538,0.478662,0.357984,0.713801,,,,,,,,,,,,
8,3816,159,9.005397,0.740035,0.000094,2.911729,0.530205,0.397663,0.795837,,,,,,,,,,,,
16,5522,230,8.988834,3.776239,0.00003,132.599267,0.767667,0.572222,0.995247,,,,,,,,,,,,
17,8381,349,8.996062,109.795424,0.000039,236.902181,0.999999,0.746177,0.995827,,,,,,,,,,,,
16,7728,322,9.003715,71.695887,0.000138,212.989003,0.981466,0.733723,0.996072,,,,,,,,,,,,
16,7936,331,9.015275,103.20715,0.000057,238.777378,0.999999,0.74734,0.996032,,,,,,,,,,,,
9,4293,179,8.994736,0.849525,0.000011,4.864923,0.590431,0.441123,0.871943,,,,,,,,,,,,
19,9690,404,9.001399,152.866854,0.00005,233.541021,0.997019,0.7453,0.996007,,,,,,,,,,,,
4,1006,42,9.005403,0,0,0,0.139192,0.103546,0.206562,,,,,,,,,,,,
20,8032,335,9.0015,105.829783,0.000041,241.06586,0.999999,0.748947,0.996066,,,,,,,,,,,,
11,5588,233,8.999042,3.719818,0.00004,115.563762,0.77274,0.582395,0.987173,,,,,,,,,,,,
12,4790,200,8.993296,1.753774,0.000086,23.122409,0.662786,0.499113,0.975196,,,,,,,,,,,,
14,6328,264,8.985311,6.3769,0.000012,185.867908,0.867347,0.64737,0.992524,,,,,,,,,,,,
16,8784,366,9.001835,140.004038,0.0002,234.713825,0.994784,0.745412,0.99262,,,,,,,,,,,,
5,2225,93,8.982726,0.04187,0,0.297799,0.308757,0.231311,0.462198,,,,,,,,,,,,
14,6818,284,8.996091,16.333738,0.000052,214.416593,0.939065,0.704306,0.995847,,,,,,,,,,,,
4,1924,80,8.992262,0.01351,0,0.132149,0.266253,0.198336,0.396846,,,,,,,,,,,,
2,6328,264,8.976199,13.10328,0.000062,201.542047,0.872524,0.653059,0.995207,,,,,,,,,,,,
3,1368,57,8.992539,0.000555,0,0.023892,0.189628,0.142348,0.282431,,,,,,,,,,,,
4,8816,367,8.995278,149.535286,0.000096,232.667546,0.995966,0.748047,0.996094,,,,,,,,,,,,
15,7695,321,9.009911,31.197229,0.000013,204.213235,0.964043,0.722644,0.988759,,,,,,,,,,,,
19,3824,159,8.995985,1.015102,0.000014,4.454353,0.529599,0.396767,0.792501,,,,,,,,,,,,
8,1916,80,8.990448,0.015452,0,0.165841,0.264846,0.197844,0.395549,,,,,,,,,,,,
16,7824,326,9.007902,39.952744,0.000068,232.978731,0.995735,0.74143,0.99617,,,,,,,,,,,,
18,9500,396,8.989097,204.497166,0.000055,239.355881,0.999999,0.747549,0.996144,,,,,,,,,,,,
9,3290,137,9.013368,0.38552,0.000031,1.603162,0.457985,0.343163,0.68339,,,,,,,,,,,,
9,1004,42,9.006382,0,0,0.000897,0.139014,0.10436,0.20704,,,,,,,,,,,,
16,5258,219,8.975739,2.96942,0.000031,96.985362,0.72436,0.54235,0.987052,,,,,,,,,,,,
6,2850,119,9.005516,0.196351,0,0.897657,0.393504,0.295982,0.588295,,,,,,,,,,,,
1,468,20,9.001356,0,0,0,0.064836,0.048572,0.098146,,,,,,,,,,,,
6,2838,118,9.034712,0.268962,0,0.947605,0.395358,0.297126,0.593303,,,,,,,,,,,,
20,8960,373,8.998129,142.385015,0.000059,235.654067,0.998097,0.747074,0.996247,,,,,,,,,,,,
9,4257,177,8.995927,1.127827,0.000058,6.591306,0.59114,0.440911,0.881432,,,,,,,,,,,,
9,1868,78,9.002296,0.020399,0,0.117963,0.257589,0.194073,0.384322,,,,,,,,,,,,
2,856,36,9.018185,0,0,0.000587,0.119002,0.089191,0.177943,,,,,,,,,,,,
11,962,40,9.009646,0,0,0,0.133911,0.100395,0.19963,,,,,,,,,,,,
1,493,21,8.975986,0,0,0,0.067898,0.051134,0.102286,,,,,,,,,,,,
15,7155,298,9.005788,30.298193,0.000099,238.196185,0.996333,0.743639,0.996197,,,,,,,,,,,,
11,4383,183,9.007875,1.115416,0.000023,7.466869,0.608177,0.455469,0.907486,,,,,,,,,,,,
15,6855,286,8.997733,33.44549,0.00002,218.000355,0.954835,0.712727,0.994718,,,,,,,,,,,,
7,3080,128,9.001377,0.362649,0.000092,1.497834,0.427727,0.320346,0.642501,,,,,,,,,,,,
19,7184,299,9.003093,39.821589,0.000012,229.116947,0.984517,0.738628,0.984872,,,,,,,,,,,,
10,4600,192,8.995837,1.357823,0.00005,10.037442,0.632359,0.472489,0.933338,,,,,,,,,,,,
8,3856,161,9.019737,0.486912,0,2.49952,0.536483,0.400494,0.798299,,,,,,,,,,,,
6,3048,127,9.032912,0.253383,0,1.040583,0.425022,0.319472,0.633387,,,,,,,,,,,,
10,4950,206,8.992308,2.565513,0.000027,28.72295,0.688121,0.515375,0.962909,,,,,,,,,,,,
4,1952,81,8.989447,0.030713,0,0.146803,0.270668,0.203933,0.404702,,,,,,,,,,,,
6,2904,121,9.000329,0.182632,0,0.695795,0.404683,0.301861,0.601642,,,,,,,,,,,,
19,5423,226,8.999623,3.397139,0.00011,73.026992,0.750363,0.561249,0.991502,,,,,,,,,,,,
12,5868,245,8.997667,5.35458,0.000024,122.309787,0.8051,0.603788,0.98545,,,,,,,,,,,,
13,6252,261,9.021486,8.191571,0.000071,134.398299,0.867802,0.651344,0.993983,,,,,,,,,,,,
10,484,20,8.989488,0,0,0,0.066814,0.049971,0.100913,,,,,,,,,,,,
17,8347,348,8.998905,91.58295,0.000086,208.302768,0.96979,0.726679,0.996089,,,,,,,,,,,,
19,10089,420,9.009408,217.510721,0.000141,238.289184,0.999349,0.746266,0.995964,,,,,,,,,,,,
6,8568,357,9.003206,108.336525,0.000036,228.519723,0.992179,0.74214,0.99602,,,,,,,,,,,,
10,9424,393,9.01619,173.338435,0.000003,238.785348,0.999509,0.748227,0.995965,,,,,,,,,,,,
18,483,20,9.022241,0,0,0,0.06732,0.049988,0.101174,,,,,,,,,,,,
3,5115,213,9.002889,2.747964,0.000035,53.039454,0.713594,0.531982,0.995955,,,,,,,,,,,,
11,3536,147,8.993185,0.584167,0.000202,2.134563,0.488712,0.367048,0.728727,,,,,,,,,,,,
16,499,21,9.021937,0,0,0,0.069285,0.052011,0.104093,,,,,,,,,,,,
8,3752,156,8.995482,0.500546,0.000028,2.370249,0.520792,0.390209,0.779407,,,,,,,,,,,,
9,3792,158,8.998197,0.828864,0.000017,3.203878,0.52616,0.393935,0.785479,,,,,,,,,,,,
12,9139,381,9.018,148.684543,0.000037,232.113536,0.998572,0.744462,0.996129,,,,,,,,,,,,
13,6266,261,9.009565,7.395203,0.000269,155.364424,0.867049,0.649497,0.994117,,,,,,,,,,,,
10,4780,199,8.997002,2.035607,0.000081,51.549718,0.664212,0.498076,0.977365,,,,,,,,,,,,
19,8126,339,8.984493,67.706229,0.000029,229.145745,0.991751,0.743915,0.996023,,,,,,,,,,,,
5,1996,83,8.964861,0.055276,0,0.209611,0.276524,0.206277,0.413812,,,,,,,,,,,,
13,8370,349,9.01838,83.133473,0.000132,232.051574,0.992501,0.746312,0.994746,,,,,,,,,,,,
11,3367,140,9.021533,0.387479,0,2.221942,0.464097,0.346594,0.692411,,,,,,,,,,,,
11,6314,263,9.001545,6.87513,0.000123,188.247152,0.875328,0.653843,0.993873,,,,,,,,,,,,
12,2688,112,9.001807,0.154207,0.000032,0.481343,0.373619,0.280215,0.557562,,,,,,,,,,,,
6,2886,120,8.999389,0.228588,0,0.946881,0.39949,0.299318,0.594131,,,,,,,,,,,,
10,4455,186,9.022381,1.457884,0.000145,9.064813,0.620133,0.464604,0.909176,,,,,,,,,,,,
8,4088,170,8.998399,0.848566,0.000009,5.894452,0.56433,0.423878,0.845603,,,,,,,,,,,,
7,930,39,9.008008,0,0,0.002788,0.129842,0.096714,0.193388,,,,,,,,,,,,
15,7020,293,9.015465,16.506068,0.000041,187.588271,0.941395,0.703144,0.995851,,,,,,,,,,,,
13,3944,164,8.994283,0.759184,0.000071,4.510371,0.547687,0.410622,0.82066,,,,,,,,,,,,
14,7028,293,8.98482,17.493393,0.000102,187.686462,0.937438,0.702849,0.995953,,,,,,,,,,,,
15,7380,308,8.990926,31.507482,0.000053,217.587442,0.970151,0.726912,0.996223,,,,,,,,,,,,
10,4850,202,8.988446,1.875327,0.000078,19.517671,0.668127,0.500777,0.963744,,,,,,,,,,,,
13,6318,263,8.991523,6.093896,0.000042,180.029068,0.873348,0.655022,0.99607,,,,,,,,,,,,
4,8816,367,8.999565,115.107758,0.000055,237.935137,0.999063,0.747068,0.995967,,,,,,,,,,,,
6,1912,80,8.990259,0.01639,0,0.156255,0.264426,0.19815,0.396154,,,,,,,,,,,,
19,9082,378,9.008456,153.966106,0.000036,234.272738,0.995794,0.739689,0.994168,,,,,,,,,,,,
7,5940,248,9.015639,7.078688,0.000115,100.370168,0.815574,0.608458,0.99205,,,,,,,,,,,,
1,503,21,8.993709,0,0,0,0.0699,0.051855,0.104237,,,,,,,,,,,,
17,5844,244,9.002677,3.469819,0.000021,149.470149,0.808418,0.601158,0.995789,,,,,,,,,,,,
1,8364,349,9.012558,120.867658,0.000018,235.958948,0.999317,0.748171,0.996024,,,,,,,,,,,,
16,7920,330,8.992971,87.689632,0.000102,221.722113,0.981819,0.733451,0.98992,,,,,,,,,,,,
8,5304,221,8.978419,4.012842,0.000049,74.34766,0.732931,0.550326,0.995262,,,,,,,,,,,,
10,4990,208,8.992644,2.028874,0.000039,69.951253,0.689154,0.515255,0.993342,,,,,,,,,,,,
5,2560,107,9.024436,0.101442,0,0.366929,0.355854,0.267135,0.530653,,,,,,,,,,,,
11,2295,96,8.998244,0.059754,0,0.29202,0.315714,0.237786,0.472313,,,,,,,,,,,,
13,6214,259,8.999569,5.48929,0.000131,163.158784,0.863288,0.645422,0.990596,,,,,,,,,,,,
13,6097,254,8.986147,5.271697,0.000119,148.270466,0.842032,0.631353,0.993524,,,,,,,,,,,,
6,8478,353,8.973216,106.319707,0.000111,235.755307,0.997934,0.747432,0.996042,,,,,,,,,,,,
17,9378,391,9.012557,184.257994,0.000088,239.204445,0.99994,0.748842,0.995805,,,,,,,,,,,,
3,1527,64,9.030803,0,0,0.022381,0.213881,0.158861,0.317706,,,,,,,,,,,,
4,8211,342,9.010606,82.366621,0.000041,235.109542,0.994688,0.744177,0.993373,,,,,,,,,,,,
6,6538,272,8.998708,8.140329,0.000055,200.131258,0.906981,0.677971,0.995602,,,,,,,,,,,,
7,8930,372,9.003549,123.622426,0.000079,226.895722,0.992892,0.74152,0.996072,,,,,,,,,,,,
3,5346,223,9.00087,3.30847,0.000037,81.783626,0.742944,0.554296,0.975419,,,,,,,,,,,,
4,4023,168,8.991657,1.214858,0.000025,5.246813,0.557011,0.418041,0.837123,,,,,,,,,,,,
2,1884,79,9.028755,0.014726,0,0.123503,0.260337,0.19652,0.390223,,,,,,,,,,,,
14,1880,78,8.997955,0.022725,0,0.13263,0.259171,0.195033,0.3893,,,,,,,,,,,,
5,6874,286,9.012069,13.552839,0.000165,220.747748,0.955203,0.712994,0.996076,,,,,,,,,,,,
6,910,38,8.966668,0,0,0.000744,0.125684,0.09422,0.188811,,,,,,,,,,,,
16,1832,76,8.984756,0.008975,0,0.096802,0.253533,0.190546,0.375472,,,,,,,,,,,,
13,2712,113,9.018275,0.228894,0,0.638291,0.377613,0.281032,0.560208,,,,,,,,,,,,
6,2910,121,9.004206,0.197538,0.000076,0.864506,0.402627,0.302396,0.601476,,,,,,,,,,,,
9,4653,194,9.007075,1.346448,0.000062,21.845534,0.646659,0.485426,0.943852,,,,,,,,,,,,
13,6513,271,9.002938,12.483467,0.000042,215.218449,0.900376,0.674685,0.985876,,,,,,,,,,,,
10,4990,208,8.996917,1.957314,0.000051,31.958645,0.689301,0.517626,0.971467,,,,,,,,,,,,
10,5100,213,9.008252,2.751198,0.000104,54.73772,0.697629,0.52453,0.992257,,,,,,,,,,,,
13,5967,249,8.998259,4.384305,0.000081,113.635161,0.823802,0.617305,0.99599,,,,,,,,,,,,
4,6201,258,8.991994,5.271867,0.000007,163.654751,0.855618,0.639831,0.992831,,,,,,,,,,,,
10,4428,185,8.987635,1.392953,0.000012,5.012069,0.606776,0.454099,0.884514,,,,,,,,,,,,
2,7752,323,8.985542,75.084365,0.00013,236.815121,0.998311,0.746805,0.995281,,,,,,,,,,,,
6,3024,126,9.01782,0.23975,0.000061,0.989535,0.420095,0.313936,0.623836,,,,,,,,,,,,
2,3500,146,9.009969,0.369924,0.000213,1.873121,0.486589,0.365192,0.729656,,,,,,,,,,,,
10,6900,288,8.980659,9.510884,0.000138,214.373459,0.947928,0.711159,0.995311,,,,,,,,,,,,
8,3872,161,8.999566,0.627314,0.00008,3.312463,0.536572,0.40097,0.800916,,,,,,,,,,,,
8,3904,163,9.00589,0.89272,0.000041,3.933716,0.540979,0.404662,0.808726,,,,,,,,,,,,
2,1416,59,8.961476,0.000313,0,0.02663,0.194742,0.14585,0.289048,,,,,,,,,,,,
19,7718,322,9.008571,42.222929,0.00014,219.007067,0.979056,0.734096,0.996105,,,,,,,,,,,,
4,3213,134,9.003412,0.324051,0,1.438992,0.444175,0.332585,0.663091,,,,,,,,,,,,
7,3283,137,9.011038,0.317602,0,1.334165,0.455676,0.339887,0.676729,,,,,,,,,,,,
17,2784,116,8.996809,0.231426,0,0.962272,0.386553,0.289641,0.577258,,,,,,,,,,,,
16,5080,212,9.013156,2.999942,0.00005,27.113055,0.701851,0.524064,0.967285,,,,,,,,,,,,
15,9378,391,8.988358,192.075131,0.000146,237.341619,0.999999,0.747134,0.995948,,,,,,,,,,,,
