Demand,Total parts,Parts per hour,VA Time,Drilling Waiting Time,Milling Waiting Time,Assembly Waiting Time,Drilling Util,Milling Util,Assembly Util,,,,,,,,,,,,
8,7070,295,8.99043,35.034303,0.000007,210.506102,0.968412,0.722913,0.9961,,,,,,,,,,,,
9,4509,188,9.008074,1.23274,0.000042,10.866226,0.627249,0.467466,0.927819,,,,,,,,,,,,
7,3276,137,8.998841,0.331368,0.0001,1.894186,0.453911,0.340051,0.679725,,,,,,,,,,,,
6,2724,114,9.004293,0.146564,0.00001,0.493171,0.378348,0.284245,0.566049,,,,,,,,,,,,
5,3664,153,8.998037,0.581941,0.000042,2.339765,0.509507,0.380089,0.765142,,,,,,,,,,,,
14,3437,143,9.020479,0.479967,0.000005,2.292584,0.479471,0.356123,0.708409,,,,,,,,,,,,
11,9063,378,8.989499,156.402782,0.000046,241.666535,0.999999,0.750015,0.995965,,,,,,,,,,,,
3,1401,58,8.999198,0,0,0.023964,0.194614,0.145442,0.291076,,,,,,,,,,,,
17,7395,308,9.001822,37.177908,0.000031,235.154908,0.995338,0.746429,0.996128,,,,,,,,,,,,
18,5736,239,8.995203,4.640904,0.000028,102.531687,0.791325,0.593473,0.984953,,,,,,,,,,,,
10,5020,209,9.007038,1.798227,0.000047,47.604747,0.697256,0.522086,0.991915,,,,,,,,,,,,
3,9025,376,9.002396,137.966269,0.000072,232.520407,0.99336,0.741943,0.995693,,,,,,,,,,,,
2,3472,145,8.995394,0.617185,0,2.518727,0.480988,0.360338,0.710613,,,,,,,,,,,,
19,6990,291,9.007944,9.797631,0.000105,217.97167,0.945957,0.707669,0.996134,,,,,,,,,,,,
2,1032,43,8.99599,0,0,0,0.142976,0.106996,0.215318,,,,,,,,,,,,
16,7005,292,9.001868,21.756697,0.000042,192.364199,0.950572,0.710675,0.996039,,,,,,,,,,,,
9,4365,182,8.99355,1.334535,0.000004,13.615573,0.60497,0.45352,0.903512,,,,,,,,,,,,
5,2240,93,9.008441,0.04588,0,0.279583,0.310906,0.232705,0.467699,,,,,,,,,,,,
11,5038,210,9.008001,2.226702,0.000062,61.199404,0.700411,0.524313,0.973554,,,,,,,,,,,,
13,5082,212,9.01098,2.295472,0.00009,43.665159,0.704859,0.530581,0.993292,,,,,,,,,,,,
8,4374,182,9.004927,1.011836,0.000058,6.076839,0.604259,0.455689,0.900264,,,,,,,,,,,,
19,4266,178,8.998146,1.169884,0.000005,6.983435,0.59549,0.441878,0.881745,,,,,,,,,,,,
11,5698,237,9.006966,3.848165,0.000077,116.795979,0.790843,0.592035,0.993517,,,,,,,,,,,,
4,1984,83,9.017247,0.019183,0,0.171846,0.276134,0.205568,0.413041,,,,,,,,,,,,
2,978,41,8.997147,0,0,0.00002,0.135569,0.100967,0.203436,,,,,,,,,,,,
5,2415,101,8.991316,0.137372,0,0.518319,0.336052,0.250212,0.501265,,,,,,,,,,,,
11,5071,211,8.982154,1.656504,0.000028,50.9716,0.701244,0.527271,0.994641,,,,,,,,,,,,
14,6384,266,9.012957,10.817266,0.000106,171.887958,0.883425,0.661572,0.996009,,,,,,,,,,,,
3,5390,225,8.985047,2.436873,0.000035,80.758407,0.742326,0.55727,0.991822,,,,,,,,,,,,
12,5952,248,8.993281,5.608312,0.000049,140.064646,0.826706,0.618058,0.993901,,,,,,,,,,,,
2,930,39,9.001296,0,0,0.006222,0.12951,0.096037,0.192318,,,,,,,,,,,,
4,3332,139,8.986717,0.3924,0,1.462189,0.463174,0.345485,0.686864,,,,,,,,,,,,
16,7824,326,9.001152,72.543128,0.000041,216.94598,0.982037,0.732304,0.996208,,,,,,,,,,,,
7,3325,139,9.008782,0.556164,0.000064,1.910301,0.463031,0.344992,0.687497,,,,,,,,,,,,
15,7185,299,9.004737,18.951775,0.000175,229.862572,0.975207,0.731941,0.996041,,,,,,,,,,,,
9,7923,330,8.993247,82.118608,0.000094,230.562069,0.993325,0.740499,0.996075,,,,,,,,,,,,
10,4910,205,8.994536,2.283759,0.000163,23.071045,0.679557,0.51011,0.983292,,,,,,,,,,,,
4,9234,385,9.009024,191.79683,0.000037,228.004469,0.991439,0.742228,0.994542,,,,,,,,,,,,
17,2335,97,9.018176,0.103166,0,0.370977,0.324883,0.243906,0.486031,,,,,,,,,,,,
6,3132,131,8.989294,0.357794,0.000139,1.310867,0.433217,0.324902,0.652039,,,,,,,,,,,,
12,7648,319,8.982588,52.799835,0.000058,220.646612,0.988158,0.737093,0.996033,,,,,,,,,,,,
19,3332,139,8.998463,0.42358,0.000044,2.327508,0.460702,0.347305,0.691585,,,,,,,,,,,,
11,7360,307,9.003459,18.361084,0.000138,200.002856,0.946538,0.707372,0.995973,,,,,,,,,,,,
11,1482,62,8.963746,0.002413,0,0.036499,0.20422,0.154437,0.307018,,,,,,,,,,,,
19,8322,347,9.009906,119.372367,0.00004,238.215209,0.998648,0.748739,0.996009,,,,,,,,,,,,
13,7785,324,8.988672,43.476836,0.000047,229.772444,0.986957,0.736792,0.995894,,,,,,,,,,,,
6,5724,239,9.013678,5.240654,0.000059,149.525007,0.796383,0.594475,0.992473,,,,,,,,,,,,
11,7712,321,9.015457,36.234552,0.000077,204.874781,0.972102,0.726686,0.993078,,,,,,,,,,,,
18,8496,354,9.00217,122.657801,0.000082,233.626106,0.994721,0.745494,0.995995,,,,,,,,,,,,
6,2796,117,9.013507,0.145997,0,0.620427,0.387708,0.289798,0.579173,,,,,,,,,,,,
15,7245,302,8.991198,19.91129,0.000078,228.118989,0.979242,0.733661,0.994658,,,,,,,,,,,,
3,4144,173,8.998991,0.778122,0.000033,13.682178,0.57413,0.429677,0.843054,,,,,,,,,,,,
19,9462,394,8.987696,142.135542,0.000021,237.732789,0.999999,0.747035,0.996123,,,,,,,,,,,,
5,2280,95,9.000271,0.043902,0,0.296794,0.316568,0.236598,0.472796,,,,,,,,,,,,
16,507,21,9.01349,0,0,0,0.070819,0.052184,0.10523,,,,,,,,,,,,
8,8838,368,8.982468,142.832929,0.000069,233.02785,0.993502,0.742747,0.991435,,,,,,,,,,,,
5,8512,355,8.989268,116.08408,0.000044,240.483929,0.999999,0.749693,0.995985,,,,,,,,,,,,
17,7871,328,9.004559,58.059093,0.000064,219.283368,0.974799,0.729401,0.996009,,,,,,,,,,,,
11,5335,222,9.001056,2.993897,0.000013,99.2505,0.740534,0.555538,0.995834,,,,,,,,,,,,
5,2420,101,9.021266,0.081602,0.000067,0.394952,0.336086,0.252342,0.502751,,,,,,,,,,,,
11,5280,220,8.997568,3.189631,0.00008,53.370126,0.731959,0.546328,0.977386,,,,,,,,,,,,
8,3736,156,9.011988,0.820196,0,4.034646,0.519569,0.388495,0.774429,,,,,,,,,,,,
16,986,41,8.989528,0,0,0.000941,0.13639,0.101654,0.204112,,,,,,,,,,,,
8,3808,159,8.995329,0.730062,0.000111,3.278136,0.530573,0.394783,0.785064,,,,,,,,,,,,
3,1464,61,9.018798,0,0,0.024317,0.203519,0.151641,0.304569,,,,,,,,,,,,
14,9640,402,8.981036,177.118894,0.000027,223.026217,0.989141,0.738692,0.996012,,,,,,,,,,,,
6,2928,122,8.993138,0.351274,0,0.999086,0.405305,0.302707,0.60437,,,,,,,,,,,,
11,6422,268,9.007942,5.313363,0.000029,146.261975,0.889448,0.664146,0.992962,,,,,,,,,,,,
15,3129,130,9.007482,0.308889,0.000026,1.298015,0.435121,0.326654,0.651261,,,,,,,,,,,,
14,2910,121,8.987413,0.250193,0.000002,1.063367,0.40262,0.301905,0.605271,,,,,,,,,,,,
19,1512,63,8.977622,0.003109,0,0.04417,0.209466,0.156243,0.312722,,,,,,,,,,,,
8,3952,165,8.977712,0.694946,0.000048,3.786814,0.547572,0.408518,0.812763,,,,,,,,,,,,
6,6342,264,8.998451,9.143546,0.000096,204.825497,0.880999,0.660712,0.995972,,,,,,,,,,,,
15,1804,75,8.986799,0.014985,0,0.128102,0.250771,0.18689,0.372846,,,,,,,,,,,,
17,7185,299,9.003368,17.300619,0.00011,209.509621,0.967293,0.726392,0.996132,,,,,,,,,,,,
17,7701,321,8.997687,45.11014,0.000071,227.95992,0.993997,0.743751,0.996193,,,,,,,,,,,,
6,3054,127,8.996618,0.278149,0,1.04424,0.424745,0.316941,0.632902,,,,,,,,,,,,
7,3619,151,8.99839,0.423258,0.000073,1.959563,0.502414,0.376844,0.745067,,,,,,,,,,,,
17,7455,311,9.012278,46.603394,0.000044,239.037274,0.998632,0.749097,0.996004,,,,,,,,,,,,
8,3840,160,9.028385,0.670966,0,3.689774,0.532435,0.398523,0.79509,,,,,,,,,,,,
15,7215,301,8.992011,19.790235,0.00003,224.866539,0.972475,0.726553,0.995948,,,,,,,,,,,,
9,4662,194,9.010331,1.300749,0.000015,21.336718,0.646924,0.48492,0.961816,,,,,,,,,,,,
19,8626,359,8.982324,106.8949,0.000066,238.42679,0.999918,0.747195,0.996123,,,,,,,,,,,,
18,3472,145,9.003839,0.487701,0.000006,1.623391,0.483884,0.360813,0.722368,,,,,,,,,,,,
15,3944,164,8.986526,0.960767,0.000026,3.911148,0.546244,0.410489,0.816384,,,,,,,,,,,,
14,6370,265,9.011979,7.106161,0.000025,156.498645,0.884217,0.661146,0.992167,,,,,,,,,,,,
14,6468,270,8.996594,13.193632,0.000044,201.588273,0.889132,0.664839,0.996104,,,,,,,,,,,,
2,972,41,8.976171,0,0,0.001694,0.134805,0.100975,0.199467,,,,,,,,,,,,
7,3840,160,9.01798,0.524572,0.000071,3.71024,0.534264,0.398751,0.795092,,,,,,,,,,,,
20,5126,214,9.012734,3.423943,0.000123,58.694702,0.713424,0.5326,0.946363,,,,,,,,,,,,
18,8640,360,8.979368,112.495797,0.000107,220.61073,0.98003,0.732481,0.989865,,,,,,,,,,,,
3,1389,58,9.027067,0.005024,0,0.034646,0.192301,0.14377,0.2882,,,,,,,,,,,,
18,8586,358,8.995882,133.192716,0.000105,228.057745,0.992338,0.742062,0.996159,,,,,,,,,,,,
15,6071,253,8.993942,6.738576,0.000011,136.671786,0.838602,0.633012,0.995783,,,,,,,,,,,,
10,5170,215,8.999089,2.143362,0.000025,66.781386,0.716786,0.536369,0.989751,,,,,,,,,,,,
6,5247,219,9.001419,2.005545,0.000021,50.726141,0.724766,0.541908,0.99446,,,,,,,,,,,,
7,3444,144,9.014415,0.497848,0,1.837273,0.478835,0.360287,0.71712,,,,,,,,,,,,
20,8262,344,9.001676,100.559283,0.000034,214.348968,0.974472,0.726116,0.985694,,,,,,,,,,,,
13,3496,146,9.027609,0.487438,0.000005,1.719204,0.485767,0.364335,0.719591,,,,,,,,,,,,
18,7920,330,9.026477,84.371581,0.000015,237.719893,0.996902,0.746487,0.995235,,,,,,,,,,,,
15,7110,296,9.001456,41.508035,0.000056,192.805386,0.953544,0.714199,0.994772,,,,,,,,,,,,
14,2844,119,8.982057,0.212416,0,0.843259,0.395815,0.294444,0.586747,,,,,,,,,,,,
4,1836,77,9.006536,0.02166,0,0.111764,0.255993,0.191018,0.380205,,,,,,,,,,,,
17,8942,373,8.999027,159.435515,0.000041,235.105106,0.997246,0.748638,0.996132,,,,,,,,,,,,
7,7590,316,8.977656,45.431745,0.000038,209.620894,0.975231,0.725946,0.995887,,,,,,,,,,,,
19,8778,366,8.987869,128.3,0.000125,239.500004,0.999999,0.75096,0.996087,,,,,,,,,,,,
18,5027,209,8.997753,2.535679,0.000005,70.073905,0.695926,0.519214,0.991913,,,,,,,,,,,,
20,473,20,9.091995,0,0,0,0.066477,0.049695,0.098693,,,,,,,,,,,,
12,1473,61,8.995283,0.000274,0,0.028574,0.203176,0.15362,0.303349,,,,,,,,,,,,
12,5556,232,9.007958,3.660611,0.000029,77.618733,0.769794,0.576955,0.996033,,,,,,,,,,,,
4,1792,75,9.011569,0.04261,0,0.154531,0.248935,0.185328,0.369607,,,,,,,,,,,,
6,3704,154,9.001103,0.62798,0.000011,2.831286,0.51408,0.385175,0.771076,,,,,,,,,,,,
6,5772,241,8.995725,4.600581,0.000041,85.599891,0.802342,0.599992,0.99283,,,,,,,,,,,,
9,4428,185,8.995595,1.126574,0.000131,7.066159,0.613589,0.459604,0.917862,,,,,,,,,,,,
16,1824,76,8.976441,0.020942,0,0.147378,0.251811,0.190147,0.378751,,,,,,,,,,,,
10,9000,375,9.00636,156.805169,0.000061,237.306554,0.999511,0.748435,0.996063,,,,,,,,,,,,
14,6650,277,9.008508,10.569793,0.000066,212.498504,0.920486,0.688311,0.995999,,,,,,,,,,,,
8,4168,174,9.007616,1.021923,0,8.321632,0.576964,0.433927,0.870227,,,,,,,,,,,,
17,5181,216,8.988123,2.664938,0.000033,59.561892,0.718041,0.538018,0.974478,,,,,,,,,,,,
6,2048,85,8.990702,0.031244,0,0.138466,0.28454,0.2123,0.422077,,,,,,,,,,,,
13,6539,272,8.984439,8.593881,0.000059,189.368429,0.903663,0.671298,0.995942,,,,,,,,,,,,
7,3591,150,8.986132,0.444697,0.000013,2.3729,0.49826,0.371814,0.74287,,,,,,,,,,,,
13,7830,326,8.99752,50.920724,0.000031,234.633177,0.994595,0.743632,0.995948,,,,,,,,,,,,
13,3776,157,9.005513,0.720823,0.000037,2.963545,0.52558,0.392489,0.78411,,,,,,,,,,,,
10,4920,205,9.00127,1.887343,0.000043,32.707514,0.685319,0.512759,0.994928,,,,,,,,,,,,
8,3816,159,8.994148,0.562343,0,2.610874,0.528052,0.395316,0.789346,,,,,,,,,,,,
7,3472,145,9.00082,0.57055,0,2.1322,0.481571,0.35878,0.715437,,,,,,,,,,,,
16,4563,190,8.995467,1.402666,0.000266,18.336868,0.62824,0.471826,0.948845,,,,,,,,,,,,
6,7280,303,9.001723,20.551794,0.000044,238.688394,0.995533,0.743594,0.996099,,,,,,,,,,,,
19,5030,210,8.994283,1.807706,0.000044,51.644314,0.697468,0.521664,0.992083,,,,,,,,,,,,
9,3206,134,8.999552,0.378276,0.000079,1.412075,0.443459,0.333968,0.665446,,,,,,,,,,,,
15,6930,289,9.016473,20.631614,0.000013,221.251941,0.961029,0.718511,0.99461,,,,,,,,,,,,
7,8517,355,8.993476,101.406493,0.000013,239.605997,0.999999,0.747194,0.996129,,,,,,,,,,,,
7,3129,130,9.010184,0.319811,0.000018,1.405231,0.434073,0.327331,0.652066,,,,,,,,,,,,
6,998,42,9.006163,0,0,0.001157,0.137803,0.104421,0.206711,,,,,,,,,,,,
10,7520,313,9.009434,33.213655,0.000039,207.172265,0.96474,0.723094,0.995899,,,,,,,,,,,,
13,470,20,9.022329,0,0,0,0.065391,0.048728,0.097738,,,,,,,,,,,,
16,7264,303,9.001199,53.66673,0.000109,226.347545,0.991318,0.74047,0.996031,,,,,,,,,,,,
15,7110,296,9.010793,24.671229,0.000227,189.978883,0.94103,0.706687,0.996175,,,,,,,,,,,,
6,6396,267,8.993761,8.338266,0.000071,153.625869,0.875083,0.654395,0.995869,,,,,,,,,,,,
2,988,41,8.996084,0,0,0.002953,0.137504,0.101795,0.204257,,,,,,,,,,,,
2,4990,208,8.998097,2.224059,0.000071,34.772661,0.693447,0.516615,0.940984,,,,,,,,,,,,
4,990,41,8.985992,0,0,0.000235,0.138004,0.101629,0.20268,,,,,,,,,,,,
2,1026,43,8.990713,0,0,0.00182,0.142669,0.106487,0.212744,,,,,,,,,,,,
5,2290,95,9.011644,0.083647,0,0.452779,0.317918,0.238294,0.476783,,,,,,,,,,,,
6,2748,115,8.990516,0.209224,0.000011,0.815371,0.380165,0.283685,0.565377,,,,,,,,,,,,
16,7568,315,8.99573,64.890956,0.000065,214.721698,0.980107,0.735714,0.996209,,,,,,,,,,,,
5,4790,200,9.001772,1.597531,0.00001,25.302168,0.663625,0.496152,0.948291,,,,,,,,,,,,
11,932,39,9.012863,0,0,0.000543,0.130435,0.09694,0.192877,,,,,,,,,,,,
12,2940,123,8.989653,0.26108,0,1.124948,0.406281,0.305616,0.610012,,,,,,,,,,,,
11,5280,220,8.990741,2.843657,0.000074,70.728173,0.731167,0.546049,0.972457,,,,,,,,,,,,
1,9500,396,9.000294,175.619783,0.00015,240.379055,0.99862,0.74805,0.996052,,,,,,,,,,,,
19,8910,371,9.016823,139.799657,0.000045,233.737371,0.987259,0.74096,0.9852,,,,,,,,,,,,
3,1503,63,9.001258,0.000063,0,0.032499,0.20848,0.156931,0.312695,,,,,,,,,,,,
3,1332,56,9.017956,0.001665,0,0.044363,0.186467,0.137691,0.276219,,,,,,,,,,,,
12,1928,80,8.974466,0.014505,0,0.116182,0.266452,0.199172,0.399525,,,,,,,,,,,,
19,9348,390,9.007685,177.136787,0.000045,238.012868,0.999999,0.748071,0.996201,,,,,,,,,,,,
3,4910,205,9.018702,2.703991,0.000132,39.941863,0.683883,0.510684,0.991223,,,,,,,,,,,,
14,6244,260,9.023264,5.728813,0.000112,156.286416,0.860074,0.641057,0.995896,,,,,,,,,,,,
5,2330,97,9.013556,0.055203,0,0.340769,0.324202,0.241674,0.483936,,,,,,,,,,,,
14,4338,181,8.989078,0.983641,0.000057,4.957916,0.599948,0.44992,0.891193,,,,,,,,,,,,
7,5993,250,9.001843,4.383064,0.000095,134.53169,0.829002,0.621657,0.99603,,,,,,,,,,,,
18,3444,144,8.993721,0.523517,0,1.674123,0.476998,0.356325,0.714116,,,,,,,,,,,,
4,7752,323,8.989346,67.671224,0.00003,202.875926,0.962564,0.71884,0.990714,,,,,,,,,,,,
11,5832,243,9.003856,5.084042,0.000114,126.813056,0.808956,0.607087,0.987124,,,,,,,,,,,,
16,7552,315,8.981853,67.100733,0.000044,236.051864,0.999134,0.749053,0.996122,,,,,,,,,,,,
11,8602,358,9.012026,123.033003,0.000045,226.206918,0.990017,0.740953,0.996147,,,,,,,,,,,,
17,3760,157,8.986561,0.568315,0.000005,2.525412,0.521324,0.390466,0.779935,,,,,,,,,,,,
9,7182,299,9.016035,42.954357,0.000112,192.548261,0.961544,0.72067,0.995495,,,,,,,,,,,,
10,4910,205,9.000938,2.313139,0.000007,23.268025,0.675887,0.506914,0.985361,,,,,,,,,,,,
9,4059,169,8.996771,1.095354,0,5.388798,0.561833,0.420322,0.840728,,,,,,,,,,,,
12,6072,253,8.991538,4.481949,0,144.795916,0.828318,0.622038,0.993373,,,,,,,,,,,,
13,5668,236,9.010232,2.807965,0.00001,108.364716,0.786803,0.5874,0.98349,,,,,,,,,,,,
3,2620,109,8.97998,0.086317,0,0.50342,0.361932,0.269775,0.539638,,,,,,,,,,,,
20,5759,240,9.007459,4.2416,0.000174,121.965848,0.795346,0.595173,0.986916,,,,,,,,,,,,
18,2976,124,9.000264,0.245348,0.000143,0.96261,0.412738,0.310142,0.620663,,,,,,,,,,,,
8,3944,164,8.99041,0.771843,0.000002,5.460687,0.547053,0.408167,0.817802,,,,,,,,,,,,
6,2290,95,8.993417,0.065891,0,0.275248,0.317623,0.238234,0.475458,,,,,,,,,,,,
8,5313,221,9.003569,2.721106,0.000073,62.633922,0.738379,0.552112,0.995742,,,,,,,,,,,,
11,3304,138,8.990443,0.327317,0,1.38608,0.457644,0.342184,0.679772,,,,,,,,,,,,
5,7632,318,9.005149,36.628841,0.000083,223.503418,0.985637,0.740077,0.99495,,,,,,,,,,,,
4,1824,76,8.98005,0.010197,0,0.078091,0.252536,0.189093,0.37695,,,,,,,,,,,,
1,490,20,9.032833,0,0,0,0.068116,0.050634,0.101517,,,,,,,,,,,,
5,2410,100,9.01441,0.055507,0,0.379728,0.334613,0.251242,0.499614,,,,,,,,,,,,
17,9054,377,9.013179,171.309628,0.000083,240.9533,0.999999,0.747726,0.996072,,,,,,,,,,,,
9,8041,335,9.004504,47.085541,0.000103,237.648666,0.999937,0.74907,0.996002,,,,,,,,,,,,
17,7956,332,8.985077,125.898543,0.000093,233.05098,0.991107,0.743296,0.990444,,,,,,,,,,,,
12,8424,351,9.000564,98.694985,0.000015,231.629817,0.992719,0.743954,0.996117,,,,,,,,,,,,
3,1362,57,8.975134,0.00107,0,0.020326,0.187976,0.142335,0.278925,,,,,,,,,,,,
9,4734,197,8.996056,1.452843,0.000061,17.688063,0.653888,0.486835,0.967415,,,,,,,,,,,,
7,8136,339,9.007688,102.509039,0.000067,234.82792,0.994848,0.748724,0.994087,,,,,,,,,,,,
20,5313,221,8.979431,3.099549,0.000029,73.302354,0.735731,0.552725,0.995208,,,,,,,,,,,,
8,3928,164,9.003889,0.685764,0.000005,3.796081,0.542708,0.405294,0.805461,,,,,,,,,,,,
4,4830,201,8.99029,1.824555,0.000088,18.373317,0.662527,0.494935,0.948325,,,,,,,,,,,,
12,5196,217,9.006308,2.576932,0.000051,64.578977,0.722629,0.541143,0.96137,,,,,,,,,,,,
8,5724,239,8.992914,3.619675,0.000034,99.605414,0.78969,0.592641,0.993289,,,,,,,,,,,,
8,3832,160,8.998402,0.634301,0.000233,2.832357,0.530342,0.397145,0.793966,,,,,,,,,,,,
5,3018,126,9.012762,0.342052,0,1.067623,0.418894,0.314528,0.627177,,,,,,,,,,,,
5,2385,99,8.999214,0.067179,0,0.338712,0.330342,0.2474,0.495394,,,,,,,,,,,,
3,1362,57,9.013296,0.00411,0,0.037251,0.18984,0.1423,0.281136,,,,,,,,,,,,
2,964,40,8.998846,0,0,0,0.133974,0.099888,0.2017,,,,,,,,,,,,
8,4040,168,9.000872,0.864709,0.000017,5.89399,0.558966,0.417895,0.83336,,,,,,,,,,,,
17,6012,251,8.986308,3.812425,0.000079,128.455393,0.819801,0.613281,0.995697,,,,,,,,,,,,
3,1422,59,8.998985,0,0,0.026299,0.196957,0.146964,0.28998,,,,,,,,,,,,
9,4680,195,9.008411,1.820168,0.000091,23.140162,0.651998,0.486126,0.940187,,,,,,,,,,,,
8,3872,161,8.985716,0.70077,0.000039,2.970178,0.534067,0.400633,0.797905,,,,,,,,,,,,
17,7446,310,9.016792,42.089167,0.000118,207.002809,0.969434,0.727006,0.99586,,,,,,,,,,,,
7,6860,286,8.993255,13.149256,0.000187,224.705588,0.953074,0.712132,0.989731,,,,,,,,,,,,
8,3736,156,9.002433,0.574892,0.000013,2.084822,0.517454,0.389377,0.770038,,,,,,,,,,,,
5,2280,95,9.008966,0.048578,0,0.289925,0.317171,0.237109,0.473447,,,,,,,,,,,,
10,4840,202,9.001769,1.829622,0.000089,24.016714,0.670222,0.5022,0.978982,,,,,,,,,,,,
12,2565,107,8.994837,0.059337,0,0.384589,0.355771,0.265424,0.534069,,,,,,,,,,,,
13,7888,329,8.994866,54.619332,0.000033,238.990487,0.999999,0.746522,0.995917,,,,,,,,,,,,
2,7376,307,8.997163,52.459717,0.000142,190.788662,0.951678,0.713151,0.982591,,,,,,,,,,,,
16,7408,309,8.99869,50.436237,0.000062,220.887521,0.986171,0.739312,0.994055,,,,,,,,,,,,
15,4820,201,9.002358,2.112318,0.000023,48.908432,0.667628,0.499001,0.993063,,,,,,,,,,,,
12,5988,250,9.001308,4.102738,0.000013,135.200828,0.831475,0.621382,0.995562,,,,,,,,,,,,
1,484,20,9.012785,0,0,0,0.067073,0.050426,0.101205,,,,,,,,,,,,
8,3816,159,8.969453,0.64291,0.000129,2.919163,0.526747,0.392877,0.781927,,,,,,,,,,,,
2,958,40,9.021285,0.000207,0,0.009089,0.132956,0.100005,0.199578,,,,,,,,,,,,
18,7152,298,9.002144,20.992945,0.000021,232.500067,0.987652,0.73919,0.996134,,,,,,,,,,,,
12,8058,336,8.978882,88.750438,0.00004,203.125222,0.969785,0.725995,0.99583,,,,,,,,,,,,
16,8802,367,8.994512,116.976499,0.000001,241.414348,0.999999,0.750425,0.996223,,,,,,,,,,,,
14,6944,289,8.972838,23.995912,0.000062,195.638711,0.94316,0.704118,0.996154,,,,,,,,,,,,
2,8721,363,8.995912,93.044365,0.000077,236.690798,0.997731,0.750299,0.995841,,,,,,,,,,,,
12,5400,225,8.982963,3.974914,0.000044,114.976548,0.745543,0.559003,0.995925,,,,,,,,,,,,
11,4972,207,8.986558,1.998288,0.00025,34.820046,0.689564,0.515295,0.964732,,,,,,,,,,,,
6,2730,114,8.999205,0.176931,0.000056,0.620716,0.378936,0.284969,0.566491,,,,,,,,,,,,
3,1407,59,8.976504,0.000764,0,0.024669,0.195363,0.145806,0.289877,,,,,,,,,,,,
4,5952,248,8.992296,3.923626,0.000049,118.493963,0.821314,0.616824,0.992265,,,,,,,,,,,,
19,8586,358,8.99398,130.473342,0.000037,237.360311,0.998603,0.750119,0.996011,,,,,,,,,,,,
15,6930,289,9.006981,23.402522,0.00015,174.079998,0.937271,0.701553,0.986605,,,,,,,,,,,,
9,4230,176,8.989608,0.938562,0.000025,6.953639,0.582106,0.437649,0.857779,,,,,,,,,,,,
9,4554,190,8.998907,1.448621,0.000016,17.912779,0.632865,0.47498,0.936525,,,,,,,,,,,,
6,2016,84,9.002006,0.012558,0,0.097746,0.279274,0.209292,0.419523,,,,,,,,,,,,
9,8982,374,9.002706,158.465,0.000044,230.865146,0.992765,0.742564,0.993865,,,,,,,,,,,,
1,506,21,8.950783,0,0,0,0.069643,0.052378,0.104415,,,,,,,,,,,,
13,5080,212,8.999529,2.164069,0.000021,52.761364,0.705066,0.52953,0.981506,,,,,,,,,,,,
20,9940,414,8.995454,201.081039,0.000023,226.050764,0.990704,0.739778,0.996066,,,,,,,,,,,,
7,3728,155,8.988061,0.629738,0,2.854484,0.515108,0.387284,0.767915,,,,,,,,,,,,
1,7552,315,8.983785,47.47976,0.000077,232.539756,0.996022,0.743611,0.995037,,,,,,,,,,,,
13,5424,226,8.984562,3.898723,0.000021,72.576915,0.746444,0.557017,0.978861,,,,,,,,,,,,
13,495,21,9.012543,0,0,0,0.068671,0.05182,0.101904,,,,,,,,,,,,
17,7905,329,8.978835,83.52402,0.000031,232.969804,0.995793,0.744148,0.996098,,,,,,,,,,,,
6,2736,114,9.010381,0.265159,0.000047,1.283113,0.381768,0.284661,0.569999,,,,,,,,,,,,
4,1836,77,9.017321,0.01121,0,0.120387,0.254872,0.191179,0.383814,,,,,,,,,,,,
13,5980,249,9.001925,5.172844,0.00019,136.220619,0.830846,0.622753,0.995957,,,,,,,,,,,,
19,9025,376,9.008392,129.438268,0.00005,238.754512,0.999999,0.748775,0.996079,,,,,,,,,,,,
13,8910,371,8.990973,124.58896,0.000096,229.536112,0.991825,0.743449,0.99602,,,,,,,,,,,,
18,3904,163,8.983382,0.893874,0.000174,4.088733,0.541486,0.405287,0.807669,,,,,,,,,,,,
18,2982,124,9.010293,0.206432,0,0.932845,0.413252,0.310967,0.619286,,,,,,,,,,,,
14,6832,285,8.994112,14.770175,0.000147,204.85648,0.947445,0.707784,0.992753,,,,,,,,,,,,
20,6201,258,8.997838,4.195661,0.000028,158.236019,0.846129,0.634917,0.996006,,,,,,,,,,,,
4,1772,74,9.002328,0.021516,0,0.125692,0.246641,0.183725,0.366391,,,,,,,,,,,,
4,1824,76,8.987235,0.037596,0,0.175366,0.253041,0.189345,0.378992,,,,,,,,,,,,
3,9018,376,9.004971,148.721275,0.000023,240.162322,0.999863,0.746644,0.995992,,,,,,,,,,,,
7,6664,278,8.998329,10.165913,0.000129,181.554528,0.906546,0.678911,0.995988,,,,,,,,,,,,
9,4509,188,9.011065,1.317844,0.000024,12.978803,0.623166,0.467384,0.93153,,,,,,,,,,,,
4,7232,301,8.995967,26.507769,0.000083,219.562999,0.978461,0.732168,0.990071,,,,,,,,,,,,
13,6383,266,9.02148,9.457092,0.000077,177.604397,0.874598,0.654825,0.989129,,,,,,,,,,,,
2,6524,272,8.998296,8.078101,0.000071,197.469925,0.901414,0.67416,0.995877,,,,,,,,,,,,
17,1326,55,9.005561,0.00003,0,0.031948,0.183834,0.138507,0.273857,,,,,,,,,,,,
13,6799,283,9.004635,10.204254,0.000009,161.074871,0.91056,0.6829,0.995089,,,,,,,,,,,,
